state_sigla,city,localizador,latitud,longitud
SP,ilha solteira,"ilha solteira SP, Brazil",-20.4281001,-51.3410871
SP,itapura,"itapura SP, Brazil",-20.6435211,-51.5084479
SP,olimpia,"olimpia SP, Brazil",-20.736634,-48.910625
SP,baguacu,"baguacu SP, Brazil",-20.7072589,-49.06531003657817
SP,cajobi,"cajobi SP, Brazil",-20.8776238,-48.8106972
SP,monte verde paulista,"monte verde paulista SP, Brazil",-20.8553157,-48.77578286764706
SP,guaraci,"guaraci SP, Brazil",-20.4976771,-48.9452074
SP,embauba,"embauba SP, Brazil",-20.9819513,-48.837455
SP,altair,"altair SP, Brazil",-20.5238955,-49.0606135
SP,nova granada,"nova granada SP, Brazil",-20.5345426,-49.3186951
SP,onda verde,"onda verde SP, Brazil",-20.6071428,-49.2950997
SP,icem,"icem SP, Brazil",-20.3413103,-49.1970982
SP,palestina,"palestina SP, Brazil",-20.389344,-49.4320384
SP,orindiuva,"orindiuva SP, Brazil",-20.1819444,-49.3508333
SP,paulo de faria,"paulo de faria SP, Brazil",-20.029593,-49.3998592
SP,riolandia,"riolandia SP, Brazil",-19.980944,-49.6814309
SP,votuporanga,"votuporanga SP, Brazil",-20.4252908,-49.972028
SP,valentim gentil,"valentim gentil SP, Brazil",-20.4226107,-50.0861511
SP,parisi,"parisi SP, Brazil",-20.3039424,-50.0135808
SP,cosmorama,"cosmorama SP, Brazil",-20.4801328,-49.7782265
SP,alvares florence,"alvares florence SP, Brazil",-20.3205523,-49.9085255
SP,boa vista dos andradas,"boa vista dos andradas SP, Brazil",-20.22975325,-49.88780041774193
SP,americo de campos,"americo de campos SP, Brazil",-20.298476,-49.735904
SP,pontes gestal,"pontes gestal SP, Brazil",-20.1833464,-49.7031406
SP,cardoso,"cardoso SP, Brazil",-20.080447,-49.9139767
SP,mira estrela,"mira estrela SP, Brazil",-19.9806298,-50.136873
SP,fernandopolis,"fernandopolis SP, Brazil",-20.2825647,-50.2500762
SP,fernandópolis,"fernandópolis SP, Brazil",-20.2825647,-50.2500762
SP,brasitânia,"brasitânia SP, Brazil",-20.137500000000003,-50.322597215975414
SP,brasitania,"brasitania SP, Brazil",-20.137500000000003,-50.322597215975414
SP,macedonia,"macedonia SP, Brazil",-20.1454034,-50.193911
SP,meridiano,"meridiano SP, Brazil",-20.3547223,-50.172574
SP,pedranopolis,"pedranopolis SP, Brazil",-20.249177,-50.1102463
SP,sao joao das duas pontes,"sao joao das duas pontes SP, Brazil",-20.3878223,-50.378858
SP,estrela d oeste,"estrela d oeste SP, Brazil",-20.2860692,-50.3986216
SP,populina,"populina SP, Brazil",-19.9427771,-50.5372875
SP,guarani d'oeste,"guarani d'oeste SP, Brazil",-20.0737613,-50.3379634
SP,ouroeste,"ouroeste SP, Brazil",-20.0013584,-50.3736414
SP,indiapora,"indiapora SP, Brazil",-19.9802644,-50.2906035
SP,jales,"jales SP, Brazil",-20.2671767,-50.5492435
SP,sao francisco,"sao francisco SP, Brazil",-20.3604438,-50.696603
SP,vitoria brasil,"vitoria brasil SP, Brazil",-20.1978821,-50.4847947
SP,dirce reis,"dirce reis SP, Brazil",-20.4664067,-50.606276
SP,pontalinda,"pontalinda SP, Brazil",-20.44071,-50.5235329
SP,palmeira d oeste,"palmeira d oeste SP, Brazil",-20.4168187,-50.762159
SP,marinopolis,"marinopolis SP, Brazil",-20.4408333,-50.8227778
SP,aparecida d oeste,"aparecida d oeste SP, Brazil",-20.4498109,-50.8808706
SP,dolcinopolis,"dolcinopolis SP, Brazil",-20.1230736,-50.513261
SP,paranapua,"paranapua SP, Brazil",-20.1033995,-50.5858761
SP,mesopolis,"mesopolis SP, Brazil",-19.9662274,-50.6190438
SP,santa albertina,"santa albertina SP, Brazil",-20.0323485,-50.7278392
SP,turmalina,"turmalina SP, Brazil",-20.0530658,-50.4763212
SP,urania,"urania SP, Brazil",-20.244491,-50.6450868
SP,aspasia,"aspasia SP, Brazil",-20.1596604,-50.7279226
SP,santana da ponte pensa,"santana da ponte pensa SP, Brazil",-20.2543758,-50.7975649
SP,santa salete,"santa salete SP, Brazil",-20.2451795,-50.6889625
SP,tres fronteiras,"tres fronteiras SP, Brazil",-20.234355,-50.890528
SP,nova canaa paulista,"nova canaa paulista SP, Brazil",-20.3872473,-50.9481571
SP,santa fe do sul,"santa fe do sul SP, Brazil",-20.2106188,-50.9270837
SP,santa rita d oeste,"santa rita d oeste SP, Brazil",-20.1448079,-50.8317569
SP,santa clara d oeste,"santa clara d oeste SP, Brazil",-20.0938889,-50.9263889
SP,rubineia,"rubineia SP, Brazil",-20.1718325,-50.9995571
SP,catanduva,"catanduva SP, Brazil",-21.1331035,-48.9712817
SP,pirangi,"pirangi SP, Brazil",-21.0969623,-48.6652131
SP,elisiario,"elisiario SP, Brazil",-21.1673392,-49.1111015
SP,paraiso,"paraiso SP, Brazil",-21.015911,-48.776105
SP,palmares paulista,"palmares paulista SP, Brazil",-21.085369,-48.803656
SP,pindorama,"pindorama SP, Brazil",-21.1853,-48.90861
SP,roberto,"roberto SP, Brazil",-21.2595294,-48.97520952045455
SP,itajobi,"itajobi SP, Brazil",-21.312294,-49.0596336
SP,marapoama,"marapoama SP, Brazil",-21.2574769,-49.1314719
SP,urupes,"urupes SP, Brazil",-21.2027026,-49.2921996
SP,sao joao de itaguacu,"sao joao de itaguacu SP, Brazil",-21.1955324,-49.178828040909096
SP,ibira,"ibira SP, Brazil",-21.0815104,-49.2424619
SP,termas de ibira,"termas de ibira SP, Brazil",-21.1271157,-49.15965690882353
SP,catigua,"catigua SP, Brazil",-21.0491485,-49.0578923
SP,tabapua,"tabapua SP, Brazil",-20.9648397,-49.0332398
SP,novais,"novais SP, Brazil",-20.9941576,-48.9188283
SP,uchoa,"uchoa SP, Brazil",-20.951106,-49.171295
SP,cedral,"cedral SP, Brazil",-20.9028433,-49.2699665
SP,taquaritinga,"taquaritinga SP, Brazil",-21.407486,-48.5054848
SP,guariroba,"guariroba SP, Brazil",-21.4742,-48.6252
SP,jurupema,"jurupema SP, Brazil",-21.39025885,-48.651610868125
SP,monte alto,"monte alto SP, Brazil",-21.265545,-48.497066
SP,aparecida de monte alto,"aparecida de monte alto SP, Brazil",-21.22708195,-48.62417091944445
SP,vista alegre do alto,"vista alegre do alto SP, Brazil",-21.171293,-48.6299172
SP,candido rodrigues,"candido rodrigues SP, Brazil",-21.3255615,-48.6308798
SP,fernando prestes,"fernando prestes SP, Brazil",-21.266061,-48.687384
SP,agulha,"agulha SP, Brazil",-21.365,-48.71192142857143
SP,santa adelia,"santa adelia SP, Brazil",-21.2432992,-48.8061481
SP,botelho,"botelho SP, Brazil",-21.3572417,-48.7860167826087
SP,ariranha,"ariranha SP, Brazil",-21.18716,-48.790418
SP,santa ernestina,"santa ernestina SP, Brazil",-21.4634463,-48.3912139
SP,dobrada,"dobrada SP, Brazil",-21.5180904,-48.3938897
SP,matao,"matao SP, Brazil",-21.6033611,-48.3660603
SP,matão,"matão SP, Brazil",-21.6033611,-48.3660603
SP,aracatuba,"aracatuba SP, Brazil",-21.207992,-50.4390225
SP,araçatuba,"araçatuba SP, Brazil",-21.207992,-50.4390225
SP,santo antonio do aracangua,"santo antonio do aracangua SP, Brazil",-20.9354866,-50.4953504
SP,birigui,"birigui SP, Brazil",-21.2908491,-50.34144
SP,bilac,"bilac SP, Brazil",-21.403962,-50.47464
SP,gabriel monteiro,"gabriel monteiro SP, Brazil",-21.5299436,-50.5533059
SP,piacatu,"piacatu SP, Brazil",-21.5901744,-50.5972241
SP,santopolis do aguapei,"santopolis do aguapei SP, Brazil",-21.6379556,-50.5008527
SP,clementina,"clementina SP, Brazil",-21.5594631,-50.448624
SP,coroados,"coroados SP, Brazil",-21.3554634,-50.2853589
SP,brejo alegre,"brejo alegre SP, Brazil",-21.1671191,-50.1850393
SP,glicerio,"glicerio SP, Brazil",-21.3814805,-50.2100452
SP,juritis,"juritis SP, Brazil",-21.2155,-50.16000483870968
SP,brauna,"brauna SP, Brazil",-21.5015319,-50.3175246
SP,penapolis,"penapolis SP, Brazil",-21.4192406,-50.0765588
SP,alto alegre,"alto alegre SP, Brazil",-21.5820592,-50.1661976
SP,luiziania,"luiziania SP, Brazil",-21.6763356,-50.3269863
SP,barbosa,"barbosa SP, Brazil",-21.265661,-49.951816
SP,avanhandava,"avanhandava SP, Brazil",-21.4603331,-49.9465156
SP,promissao,"promissao SP, Brazil",-21.5404913,-49.8574709
SP,lins,"lins SP, Brazil",-21.6741873,-49.7518932
SP,guaicara,"guaicara SP, Brazil",-21.6213012,-49.7962941
SP,sabino,"sabino SP, Brazil",-21.4598472,-49.5776811
SP,getulina,"getulina SP, Brazil",-21.7988557,-49.9288096
SP,guaimbe,"guaimbe SP, Brazil",-21.909072,-49.89861
SP,cafelandia,"cafelandia SP, Brazil",-21.8054355,-49.6030627
SP,simoes,"simoes SP, Brazil",-21.65242475,-49.405346782692305
SP,guaranta,"guaranta SP, Brazil",-21.8950705,-49.590107
SP,pirajui,"pirajui SP, Brazil",-21.9957877,-49.4549675
SP,balbinos,"balbinos SP, Brazil",-21.9006253,-49.3583966
SP,uru,"uru SP, Brazil",-21.7846064,-49.2819702
SP,pongai,"pongai SP, Brazil",-21.7379814,-49.3584449
SP,presidente alves,"presidente alves SP, Brazil",-22.09991,-49.438133
SP,avai,"avai SP, Brazil",-22.1564662,-49.3316395
SP,guararapes,"guararapes SP, Brazil",-21.2542739,-50.6440083
SP,rubiacea,"rubiacea SP, Brazil",-21.2996334,-50.7298698
SP,bento de abreu,"bento de abreu SP, Brazil",-21.2715723,-50.8117225
SP,mirandopolis,"mirandopolis SP, Brazil",-21.1328313,-51.1029422
SP,tres aliancas,"tres aliancas SP, Brazil",-20.9285,-51.02558279220779
SP,lavinia,"lavinia SP, Brazil",-21.1665477,-51.0410539
SP,valparaiso,"valparaiso SP, Brazil",-21.2230369,-50.8666375
SP,andradina,"andradina SP, Brazil",-20.896505,-51.3742765
SP,castilho,"castilho SP, Brazil",-20.8695636,-51.4877792
SP,nova independencia,"nova independencia SP, Brazil",-21.1066536,-51.4910804
SP,murutinga do sul,"murutinga do sul SP, Brazil",-20.9913722,-51.2782237
SP,guaracai,"guaracai SP, Brazil",-21.0322387,-51.2100464
SP,bauru,"bauru SP, Brazil",-22.3218102,-49.0705863
SP,agudos,"agudos SP, Brazil",-22.4719836,-48.9884476
SP,paulistania,"paulistania SP, Brazil",-22.5730321,-49.3985251
SP,arealva,"arealva SP, Brazil",-22.0301906,-48.9111936
SP,jacuba,"jacuba SP, Brazil",-22.1006516,-49.06078141666667
SP,iacanga,"iacanga SP, Brazil",-21.8928341,-49.0226082
SP,reginopolis,"reginopolis SP, Brazil",-21.8884118,-49.22273
SP,jau,"jau SP, Brazil",-22.293585,-48.559193
SP,itapui,"itapui SP, Brazil",-22.2346755,-48.7189744
SP,bocaina,"bocaina SP, Brazil",-22.1421831,-48.522276
SP,bariri,"bariri SP, Brazil",-22.0746355,-48.7394852
SP,itaju,"itaju SP, Brazil",-21.9816841,-48.8046536
SP,boraceia,"boraceia SP, Brazil",-22.195355,-48.7801925
SP,pederneiras,"pederneiras SP, Brazil",-22.351086,-48.778113
SP,guaianas,"guaianas SP, Brazil",-22.32016785,-48.89915191753883
SP,santelmo,"santelmo SP, Brazil",-22.198,-48.89583514492753
SP,macatuba,"macatuba SP, Brazil",-22.50022,-48.710229
SP,dois corregos,"dois corregos SP, Brazil",-22.3697554,-48.3845315
SP,guarapua,"guarapua SP, Brazil",-22.247,-48.37067608695652
SP,mineiros do tiete,"mineiros do tiete SP, Brazil",-22.4133188,-48.450554
SP,barra bonita,"barra bonita SP, Brazil",-22.490859,-48.558349
SP,igaracu do tiete,"igaracu do tiete SP, Brazil",-22.5165369,-48.5582558
SP,torrinha,"torrinha SP, Brazil",-22.4302536,-48.1690653
SP,santa maria da serra,"santa maria da serra SP, Brazil",-22.5691072,-48.157095
SP,brotas,"brotas SP, Brazil",-22.2840884,-48.1267265
SP,sao sebastiao da serra,"sao sebastiao da serra SP, Brazil",-22.4426156,-48.0107866
SP,garca,"garca SP, Brazil",-22.2125766,-49.6547994
SP,alvaro de carvalho,"alvaro de carvalho SP, Brazil",-22.0787992,-49.7194861
SP,lupercio,"lupercio SP, Brazil",-22.4145801,-49.8183516
SP,alvinlandia,"alvinlandia SP, Brazil",-22.4431852,-49.7643596
SP,ubirajara,"ubirajara SP, Brazil",-22.5261054,-49.6635412
SP,galia,"galia SP, Brazil",-22.2936976,-49.5516228
SP,fernao,"fernao SP, Brazil",-22.3595388,-49.5209504
SP,duartina,"duartina SP, Brazil",-22.414562,-49.408355
SP,lucianopolis,"lucianopolis SP, Brazil",-22.4310459,-49.5219241
SP,cabralia paulista,"cabralia paulista SP, Brazil",-22.4562909,-49.3385645
SP,piratininga,"piratininga SP, Brazil",-22.4136363,-49.1351479
SP,marilia,"marilia SP, Brazil",-22.2172002,-49.95006
SP,marília,"marília SP, Brazil",-22.2172002,-49.95006
SP,ocaucu,"ocaucu SP, Brazil",-22.4396255,-49.9226712
SP,julio mesquita,"julio mesquita SP, Brazil",-22.0099839,-49.7889446
SP,vera cruz,"vera cruz SP, Brazil",-22.2212638,-49.8243021
SP,oriente,"oriente SP, Brazil",-22.1525442,-50.0935645
SP,pompeia,"pompeia SP, Brazil",-22.1088293,-50.1720753
SP,queiroz,"queiroz SP, Brazil",-21.7991405,-50.2392786
SP,tupa,"tupa SP, Brazil",-21.9349129,-50.5141255
SP,arco-iris,"arco-iris SP, Brazil",-21.7741308,-50.4668814
SP,herculandia,"herculandia SP, Brazil",-22.004508,-50.3862746
SP,quintana,"quintana SP, Brazil",-22.0705513,-50.308652
SP,iacri,"iacri SP, Brazil",-21.8583385,-50.6892931
SP,bastos,"bastos SP, Brazil",-21.9222474,-50.7317727
SP,osvaldo cruz,"osvaldo cruz SP, Brazil",-21.7962773,-50.879119
SP,sagres,"sagres SP, Brazil",-21.8840628,-50.9574608
SP,salmourao,"salmourao SP, Brazil",-21.625096,-50.8605656
SP,parapua,"parapua SP, Brazil",-21.781309,-50.7922396
SP,rinopolis,"rinopolis SP, Brazil",-21.728308,-50.7226134
SP,inubia paulista,"inubia paulista SP, Brazil",-21.7701831,-50.9616718
SP,lucelia,"lucelia SP, Brazil",-21.7211293,-51.0188
SP,pracinha,"pracinha SP, Brazil",-21.8537103,-51.0862052
SP,mariapolis,"mariapolis SP, Brazil",-21.7966708,-51.1831475
SP,florida paulista,"florida paulista SP, Brazil",-21.614061,-51.1729548
SP,pacaembu,"pacaembu SP, Brazil",-21.566243,-51.2633114
SP,flora rica,"flora rica SP, Brazil",-21.6760063,-51.3804532
SP,irapuru,"irapuru SP, Brazil",-21.5691828,-51.3494606
SP,junqueiropolis,"junqueiropolis SP, Brazil",-21.5109531,-51.4351505
SP,dracena,"dracena SP, Brazil",-21.4835523,-51.5334408
SP,jamaica,"jamaica SP, Brazil",-21.53031185,-51.6268714125
SP,ouro verde,"ouro verde SP, Brazil",-21.4892638,-51.7025981
SP,tupi paulista,"tupi paulista SP, Brazil",-21.3861179,-51.5763259
SP,santa mercedes,"santa mercedes SP, Brazil",-21.3513258,-51.7534
SP,nova guataporanga,"nova guataporanga SP, Brazil",-21.3330061,-51.6465874
SP,monte castelo,"monte castelo SP, Brazil",-21.3006353,-51.5686963
SP,sao joao do pau d alho,"sao joao do pau d alho SP, Brazil",-21.2701055,-51.6654978
SP,panorama,"panorama SP, Brazil",-21.3612672,-51.8572739
SP,pauliceia,"pauliceia SP, Brazil",-21.3143975,-51.8316259
SP,sorocaba,"sorocaba SP, Brazil",-23.5003451,-47.4582864
SP,votorantim,"votorantim SP, Brazil",-23.5383101,-47.4422496
SP,mairinque,"mairinque SP, Brazil",-23.5401247,-47.1846323
SP,aluminio,"aluminio SP, Brazil",-23.5203479,-47.2575256
SP,sao roque,"sao roque SP, Brazil",-23.5304843,-47.1355473
SP,aracariguama,"aracariguama SP, Brazil",-23.4388277,-47.0613084
SP,ibiuna,"ibiuna SP, Brazil",-23.6544825,-47.220856
SP,paruru,"paruru SP, Brazil",-23.6802655,-47.31823050898912
SP,salto de pirapora,"salto de pirapora SP, Brazil",-23.6492502,-47.5729465
SP,piedade,"piedade SP, Brazil",-23.7074096,-47.4252319
SP,tapirai,"tapirai SP, Brazil",-23.9638345,-47.5067136
SP,pilar do sul,"pilar do sul SP, Brazil",-23.8121684,-47.7201865
SP,aracoiaba da serra,"aracoiaba da serra SP, Brazil",-23.5045367,-47.6168158
SP,capela do alto,"capela do alto SP, Brazil",-23.4704798,-47.7352309
SP,itapetininga,"itapetininga SP, Brazil",-23.588607,-48.048326
SP,conceição,"conceição SP, Brazil",-23.6350111,-46.641295
SP,rechan,"rechan SP, Brazil",-23.5980092,-48.3171408
SP,gramadinho,"gramadinho SP, Brazil",-23.78662735,-48.12623827647059
SP,alambari,"alambari SP, Brazil",-23.550338,-47.897971
SP,sarapui,"sarapui SP, Brazil",-23.63974,-47.824863
SP,sao miguel arcanjo,"sao miguel arcanjo SP, Brazil",-23.8807771,-47.9963492
SP,angatuba,"angatuba SP, Brazil",-23.4938938,-48.4110675
SP,campina do monte alegre,"campina do monte alegre SP, Brazil",-23.5935653,-48.4801876
SP,guarei,"guarei SP, Brazil",-23.3718195,-48.184685
SP,quadra,"quadra SP, Brazil",-23.299332,-48.054657
SP,porangaba,"porangaba SP, Brazil",-23.17615,-48.119464
SP,torre de pedra,"torre de pedra SP, Brazil",-23.2478026,-48.1941034
SP,tatui,"tatui SP, Brazil",-23.3518451,-47.848026
SP,cesario lange,"cesario lange SP, Brazil",-23.226035,-47.954453
SP,buri,"buri SP, Brazil",-23.79849,-48.598924
SP,capao bonito,"capao bonito SP, Brazil",-24.0048759,-48.3489848
SP,guapiara,"guapiara SP, Brazil",-24.18921,-48.529549
SP,ribeirao grande,"ribeirao grande SP, Brazil",-24.10114,-48.367931
SP,apiai,"apiai SP, Brazil",-24.5076527,-48.8461582
SP,barra do chapeu,"barra do chapeu SP, Brazil",-24.472203,-49.023784
SP,iporanga,"iporanga SP, Brazil",-24.5843214,-48.594028
SP,itaoca,"itaoca SP, Brazil",-24.6409691,-48.8410159
SP,ribeira,"ribeira SP, Brazil",-24.6577435,-49.0086372
SP,itapirapua paulista,"itapirapua paulista SP, Brazil",-24.5735083,-49.1703846
SP,itapeva,"itapeva SP, Brazil",-23.9849105,-48.8803886
SP,guarizinho,"guarizinho SP, Brazil",-23.7165,-48.88130208333333
SP,taquarivai,"taquarivai SP, Brazil",-23.9257829,-48.7005328
SP,ribeirao branco,"ribeirao branco SP, Brazil",-24.2211495,-48.7678322
SP,nova campina,"nova campina SP, Brazil",-24.1225305,-48.9054041
SP,itabera,"itabera SP, Brazil",-23.8621345,-49.1398926
SP,itarare,"itarare SP, Brazil",-24.1145368,-49.3352464
SP,riversul,"riversul SP, Brazil",-23.8303603,-49.4340558
SP,bom sucesso de itarare,"bom sucesso de itarare SP, Brazil",-24.3190016,-49.1446207
SP,itaporanga,"itaporanga SP, Brazil",-23.7066252,-49.4895934
SP,barao de antonina,"barao de antonina SP, Brazil",-23.6295651,-49.5632104
SP,laranjal paulista,"laranjal paulista SP, Brazil",-23.0514764,-47.8370125
SP,maristela,"maristela SP, Brazil",-23.038988,-47.891045
SP,cerquilho,"cerquilho SP, Brazil",-23.1626556,-47.7433878
SP,tiete,"tiete SP, Brazil",-23.1030302,-47.7147937
SP,jumirim,"jumirim SP, Brazil",-23.0843839,-47.7882279
SP,porto feliz,"porto feliz SP, Brazil",-23.2125392,-47.5240065
SP,boituva,"boituva SP, Brazil",-23.2838893,-47.6738231
SP,ipero,"ipero SP, Brazil",-23.3508977,-47.687611
SP,conchas,"conchas SP, Brazil",-23.0133538,-48.0077595
SP,pereiras,"pereiras SP, Brazil",-23.0743096,-47.9746014
SP,bofete,"bofete SP, Brazil",-23.1019554,-48.2610535
SP,botucatu,"botucatu SP, Brazil",-22.8879628,-48.4410712
SP,anhembi,"anhembi SP, Brazil",-22.7891096,-48.1316776
SP,piramboia,"piramboia SP, Brazil",-22.91348575,-48.218876416690264
SP,pardinho,"pardinho SP, Brazil",-23.0806795,-48.3768158
SP,sao manuel,"sao manuel SP, Brazil",-22.732081,-48.572316
SP,aparecida de sao manuel,"aparecida de sao manuel SP, Brazil",-22.729948,-48.647038025
SP,pratania,"pratania SP, Brazil",-22.809027,-48.6656779
SP,areiopolis,"areiopolis SP, Brazil",-22.6758064,-48.6673653
SP,borebi,"borebi SP, Brazil",-22.5700178,-48.9714871
SP,lencois paulista,"lencois paulista SP, Brazil",-22.6029897,-48.8031367
SP,alfredo guedes,"alfredo guedes SP, Brazil",-22.66156965,-48.72625751428571
SP,itatinga,"itatinga SP, Brazil",-23.1042417,-48.6134874
SP,avare,"avare SP, Brazil",-23.1045215,-48.9259103
SP,arandu,"arandu SP, Brazil",-23.1345103,-49.0545651
SP,paranapanema,"paranapanema SP, Brazil",-23.390161,-48.720868
SP,holambra ii,"holambra ii SP, Brazil",-23.4467,-48.8659225
SP,itai,"itai SP, Brazil",-23.4172598,-49.0935788
SP,taquarituba,"taquarituba SP, Brazil",-23.5337307,-49.2452541
SP,coronel macedo,"coronel macedo SP, Brazil",-23.6304001,-49.313234
SP,cerqueira cesar,"cerqueira cesar SP, Brazil",-23.0353135,-49.1650519
SP,aguas de santa barbara,"aguas de santa barbara SP, Brazil",-22.8821912,-49.2383956
SP,iaras,"iaras SP, Brazil",-22.8742567,-49.1593923
SP,manduri,"manduri SP, Brazil",-23.0059018,-49.317191
SP,oleo,"oleo SP, Brazil",-22.9422754,-49.3408082
SP,piraju,"piraju SP, Brazil",-23.1897822,-49.3840493
SP,tejupa,"tejupa SP, Brazil",-23.3437238,-49.3772468
SP,sarutaia,"sarutaia SP, Brazil",-23.2747217,-49.477186
SP,timburi,"timburi SP, Brazil",-23.2064076,-49.6045576
SP,fartura,"fartura SP, Brazil",-23.390039,-49.5109023
SP,taguai,"taguai SP, Brazil",-23.4534312,-49.4054454
SP,santa cruz do rio pardo,"santa cruz do rio pardo SP, Brazil",-22.9060715,-49.6277378
SP,sodrelia,"sodrelia SP, Brazil",-22.9487839,-49.54605900458313
SP,caporanga,"caporanga SP, Brazil",-22.66,-49.548342857142856
SP,espirito santo do turvo,"espirito santo do turvo SP, Brazil",-22.6939723,-49.4295067
SP,sao pedro do turvo,"sao pedro do turvo SP, Brazil",-22.745286,-49.742829
SP,ipaussu,"ipaussu SP, Brazil",-23.0544285,-49.6264306
SP,bernardino de campos,"bernardino de campos SP, Brazil",-23.0140216,-49.4760724
SP,chavantes,"chavantes SP, Brazil",-23.0406405,-49.7071698
SP,canitar,"canitar SP, Brazil",-23.0066616,-49.7840632
SP,presidente prudente,"presidente prudente SP, Brazil",-22.1225167,-51.3882528
SP,floresta do sul,"floresta do sul SP, Brazil",-21.95888125,-51.32024857506771
SP,eneida,"eneida SP, Brazil",-21.901245,-51.29477154901426
SP,alvares machado,"alvares machado SP, Brazil",-22.076415,-51.47224
SP,alfredo marcondes,"alfredo marcondes SP, Brazil",-21.9527,-51.413956
SP,santo expedito,"santo expedito SP, Brazil",-21.8508736,-51.3925315
SP,pirapozinho,"pirapozinho SP, Brazil",-22.2738742,-51.4998867
SP,tarabai,"tarabai SP, Brazil",-22.3038726,-51.5628675
SP,narandiba,"narandiba SP, Brazil",-22.4080573,-51.5251755
SP,estrela do norte,"estrela do norte SP, Brazil",-22.4886301,-51.6606857
SP,sandovalina,"sandovalina SP, Brazil",-22.4560782,-51.7634004
SP,mirante do paranapanema,"mirante do paranapanema SP, Brazil",-22.2925861,-51.907143
SP,costa machado,"costa machado SP, Brazil",-22.25429115,-51.82509287850678
SP,cuiaba paulista,"cuiaba paulista SP, Brazil",-22.39970735,-52.107083406507115
SP,rosana,"rosana SP, Brazil",-22.5788641,-53.0552246
SP,primavera,"primavera SP, Brazil",-22.5285299,-52.9481581
