localizador,longitud
"presidente getulio SC, Brazil",-49.6210429
"dona emma SC, Brazil",-49.7265136
"witmarsum SC, Brazil",-49.794675
"rio do sul SC, Brazil",-49.643654
"laurentino SC, Brazil",-49.7322856
"pouso redondo SC, Brazil",-49.9331593
"trombudo central SC, Brazil",-49.79316
"braco do trombudo SC, Brazil",-49.882145
"rio do oeste SC, Brazil",-49.7984595
"lontras SC, Brazil",-49.5424602
"presidente nereu SC, Brazil",-49.3890424
"aurora SC, Brazil",-49.6368502
"agronomica SC, Brazil",-49.7104753
"taio SC, Brazil",-50.0002159
"mirim doce SC, Brazil",-50.0697185
"salete SC, Brazil",-50.0076205
"rio do campo SC, Brazil",-50.1412936
"santa terezinha SC, Brazil",-50.009017
"joinville SC, Brazil",-48.8486726
"sao francisco do sul SC, Brazil",-48.6308087
"araquari SC, Brazil",-48.7210994
"itapocu SC, Brazil",-49.2274102
"balneario barra do sul SC, Brazil",-48.6061471
"garuva SC, Brazil",-48.8545202
"itapoa SC, Brazil",-48.6060493
"jaragua do sul SC, Brazil",-49.0778063
"guaramirim SC, Brazil",-48.9981151
"schroeder SC, Brazil",-49.074041
"corupa SC, Brazil",-49.24747
"sao bento do sul SC, Brazil",-49.3820672
"campo alegre SC, Brazil",-49.2657484
"rio negrinho SC, Brazil",-49.517746
"mafra SC, Brazil",-49.8035982
"itaiopolis SC, Brazil",-49.9071983
"papanduva SC, Brazil",-50.1457369
"monte castelo SC, Brazil",-50.232724
"residencia fuck SC, Brazil",-50.2932708
"porto uniao SC, Brazil",-51.082771
"santa cruz do timbo SC, Brazil",-50.878699
"matos costa SC, Brazil",-51.1509787
"calmon SC, Brazil",-51.0992893
"irineopolis SC, Brazil",-50.795687
"canoinhas SC, Brazil",-50.3949592
"bela vista do toldo SC, Brazil",-50.466354
"major vieira SC, Brazil",-50.3272634
"tres barras SC, Brazil",-50.319692
"cacador SC, Brazil",-51.0120041
"lebon regis SC, Brazil",-50.692109
"macieira SC, Brazil",-51.3763845
"curitibanos SC, Brazil",-50.5779683
"frei rogerio SC, Brazil",-50.807621
"sao cristovao do sul SC, Brazil",-50.4409508
"ponte alta do norte SC, Brazil",-50.4684028
"santa cecilia SC, Brazil",-50.4182571
"timbo grande SC, Brazil",-50.6742579
"rio das antas SC, Brazil",-51.0748324
"iomere SC, Brazil",-51.2405514
"videira SC, Brazil",-51.1533733
"pinheiro preto SC, Brazil",-51.2296306
"fraiburgo SC, Brazil",-50.919978
"arroio trinta SC, Brazil",-51.334928
"salto veloso SC, Brazil",-51.406771
"joacaba SC, Brazil",-51.5065214
"luzerna SC, Brazil",-51.4686169
"herval d oeste SC, Brazil",-51.4903659
"erval velho SC, Brazil",-51.4429712
"monte carlo SC, Brazil",-50.9784032
"campos novos SC, Brazil",-51.2224397
"zortea SC, Brazil",-51.55359
"brunopolis SC, Brazil",-50.837585
"abdon batista SC, Brazil",-51.022992
"vargem SC, Brazil",-50.9781096
"ibicare SC, Brazil",-51.368101
"tangara SC, Brazil",-51.2477143
"treze tilias SC, Brazil",-51.4073067
"ibiam SC, Brazil",-51.235154
"agua doce SC, Brazil",-51.5529306
"lacerdopolis SC, Brazil",-51.5564429
"ouro SC, Brazil",-51.6137785
"capinzal SC, Brazil",-51.6110403
"piratuba SC, Brazil",-51.7822762
"ipira SC, Brazil",-51.7734648
"catanduvas SC, Brazil",-51.660158
"vargem bonita SC, Brazil",-51.740238
"jabora SC, Brazil",-51.7348631
"irani SC, Brazil",-51.9010675
"ponte serrada SC, Brazil",-52.0164089
"passos maia SC, Brazil",-52.0611058
"vargeao SC, Brazil",-52.1544966
"faxinal dos guedes SC, Brazil",-52.2586485
"concordia SC, Brazil",-52.0231024
"alto bela vista SC, Brazil",-51.905771
"lindoia do sul SC, Brazil",-52.0831502
"arabuta SC, Brazil",-52.1438142
"presidente castello branco SC, Brazil",-51.8089482
"peritiba SC, Brazil",-51.9050311
"ita SC, Brazil",-52.3381725
"paial SC, Brazil",-52.4998045
"seara SC, Brazil",-52.3096985
"arvoredo SC, Brazil",-52.4570855
"xavantina SC, Brazil",-52.3431086
"ipumirim SC, Brazil",-52.135736
"chapeco SC, Brazil",-52.6166878
"guatambu SC, Brazil",-52.7852104
"nova itaberaba SC, Brazil",-52.8132923
"cordilheira alta SC, Brazil",-52.603549
"xanxere SC, Brazil",-52.4035964
"bom jesus SC, Brazil",-52.3916519
"xaxim SC, Brazil",-52.5335505
"lajeado grande SC, Brazil",-52.5666619
"abelardo luz SC, Brazil",-52.3280339
"ipuacu SC, Brazil",-52.4555915
"ouro verde SC, Brazil",-52.3103928
"sao domingos SC, Brazil",-52.5311718
"coronel martins SC, Brazil",-52.6681763
"galvao SC, Brazil",-52.6869755
"jupia SC, Brazil",-52.7262856
"coronel freitas SC, Brazil",-52.7028055
"aguas frias SC, Brazil",-52.8599756
"uniao do oeste SC, Brazil",-52.8515985
"jardinopolis SC, Brazil",-52.8591464
"quilombo SC, Brazil",-52.7193084
"santiago do sul SC, Brazil",-52.6753323
"sul brasil SC, Brazil",-52.9650177
"irati SC, Brazil",-52.8929851
"formosa do sul SC, Brazil",-52.7934366
"marema SC, Brazil",-52.626445
"entre rios SC, Brazil",-52.5638445
"nova erechim SC, Brazil",-52.9071258
"saudades SC, Brazil",-52.638293
"pinhalzinho SC, Brazil",-52.9872478
"serra alta SC, Brazil",-53.0440668
"modelo SC, Brazil",-53.0525513
"maravilha SC, Brazil",-53.1747387
"tigrinhos SC, Brazil",-53.1570085
"flor do sertao SC, Brazil",-53.3478823
"sao miguel da boa vista SC, Brazil",-53.2522818
"caxambu do sul SC, Brazil",-52.8796675
"planalto alegre SC, Brazil",-52.8667023
"aguas de chapeco SC, Brazil",-52.9879048
"sao carlos SC, Brazil",-53.0051018
"cunhatai SC, Brazil",-53.0914014
"palmitos SC, Brazil",-53.1596594
"caibi SC, Brazil",-53.2502133
"cunha pora SC, Brazil",-53.1716516
"iraceminha SC, Brazil",-53.272834
"mondai SC, Brazil",-53.399242
"riqueza SC, Brazil",-53.3225281
"itapiranga SC, Brazil",-53.7118734
"sao joao do oeste SC, Brazil",-53.5950257
"tunapolis SC, Brazil",-53.6382084
"ipora do oeste SC, Brazil",-53.5344408
"sao miguel d'oeste SC, Brazil",-53.5176689
"bandeirante SC, Brazil",-53.6391722
"paraiso SC, Brazil",-53.6743943
"romelandia SC, Brazil",-53.3189986
"barra bonita SC, Brazil",-53.4419581
"descanso SC, Brazil",-53.5017586
"santa helena SC, Brazil",-53.6176263
"guaraciaba SC, Brazil",-53.5216209
"belmonte SC, Brazil",-53.578916
"sao jose do cedro SC, Brazil",-53.4954785
"princesa SC, Brazil",-53.599913
"guaruja do sul SC, Brazil",-53.527794
"dionisio cerqueira SC, Brazil",-53.6346379
"anchieta SC, Brazil",-53.3293938
"campo ere SC, Brazil",-53.0790495
"sao bernardino SC, Brazil",-52.9658921
"santa terezinha do progresso SC, Brazil",-53.1986638
"palma sola SC, Brazil",-53.2775974
"sao lourenco do oeste SC, Brazil",-52.849837
"novo horizonte SC, Brazil",-52.8319931
"porto alegre RS, Brazil",-51.2303767
"porto aelgre RS, Brazil",
"canoas RS, Brazil",-51.1799525
"nova santa rita RS, Brazil",-51.2764275
"guaiba RS, Brazil",-51.329442
"sertao santana RS, Brazil",-51.6041992
"mariana pimentel RS, Brazil",-51.5832775
"eldorado do sul RS, Brazil",-51.314251
"sao leopoldo RS, Brazil",-51.1516497
"portao RS, Brazil",-51.2331837
"sapucaia do sul RS, Brazil",-51.1608722
"esteio RS, Brazil",-51.1778852
"novo hamburgo RS, Brazil",-51.1429035
"estancia velha RS, Brazil",-51.1719687
"campo bom RS, Brazil",-51.0572268
"sapiranga RS, Brazil",-51.0068586
"ararica RS, Brazil",-50.929121
"nova hartz RS, Brazil",-50.9043246
"ivoti RS, Brazil",-51.1599403
"lindolfo collor RS, Brazil",-51.2102797
"presidente lucena RS, Brazil",-51.179798
"dois irmaos RS, Brazil",-51.089776
"morro reuter RS, Brazil",-51.0818864
"santa maria do herval RS, Brazil",-50.9919419
"gravatai RS, Brazil",-50.9930938
"ipiranga RS, Brazil",-51.03806550984163
"glorinha RS, Brazil",-50.7869437
"viamao RS, Brazil",-51.0261927
"aguas claras RS, Brazil",-50.84903132852462
"capao da porteira RS, Brazil",-50.69010156929375
"alvorada RS, Brazil",-51.0772509
"cachoeirinha RS, Brazil",-51.0898927
"caxias do sul RS, Brazil",-51.1796197
"fazenda souza RS, Brazil",-50.989193524414226
"nova petropolis RS, Brazil",-51.1123342
"pinhal alto RS, Brazil",-51.04984305
"picada cafe RS, Brazil",-51.136725
"farroupilha RS, Brazil",-51.3468188
"nova milano RS, Brazil",-51.324411958228126
"nova sardenha RS, Brazil",-51.43853183930581
"jansen RS, Brazil",-51.384354215509035
"carlos barbosa RS, Brazil",-51.5005613
"arco verde RS, Brazil",-51.57626085259699
"sao marcos RS, Brazil",-56.841496
"vacaria RS, Brazil",-50.9356044
"muitos capoes RS, Brazil",-51.1836226
"monte alegre dos campos RS, Brazil",-50.7820322
"ipe RS, Brazil",-51.2796422
"antonio prado RS, Brazil",-51.2801355
"campestre da serra RS, Brazil",-51.106379937123265
"nova roma do sul RS, Brazil",-51.4086514
"flores da cunha RS, Brazil",-51.1833349
"nova padua RS, Brazil",-51.3075981
"sao jose dos ausentes RS, Brazil",-50.0645582
"bom jesus RS, Brazil",-50.4346894
"lagoa vermelha RS, Brazil",-51.527499
"ibiraiaras RS, Brazil",-51.6366969
"andre da rocha RS, Brazil",-51.5733328
"caseiros RS, Brazil",-51.6873536
"nova prata RS, Brazil",-51.6091999
"vista alegre do prata RS, Brazil",-51.7868557
"veranopolis RS, Brazil",-51.5516741
"fagundes varela RS, Brazil",-51.6987798
"vila flores RS, Brazil",-51.5506499
"cotipora RS, Brazil",-51.696359
"nova bassano RS, Brazil",-51.7034689
"protasio alves RS, Brazil",-51.4741516
"nova araca RS, Brazil",-51.7424776
"guabiju RS, Brazil",-51.6910921
"parai RS, Brazil",-51.7851426
"sao jorge RS, Brazil",-51.7050503
"barracao RS, Brazil",-51.4583497
"esmeralda RS, Brazil",-51.1921896
"pinhal da serra RS, Brazil",-51.1706149
"sao francisco de paula RS, Brazil",-50.5833027
"jaquirana RS, Brazil",-50.3580098
"cambara do sul RS, Brazil",-50.145412
"osvaldo kroeff RS, Brazil",-50.03782732538116
"santo antonio da patrulha RS, Brazil",-50.517489
"caraa RS, Brazil",-50.4302307
"osorio RS, Brazil",-50.2740498
"santa luzia RS, Brazil",-50.19631430465161
"maquine RS, Brazil",-50.2056317
"terra de areia RS, Brazil",-50.06336
"itati RS, Brazil",-50.102071
"palmares do sul RS, Brazil",-50.5097954
"quintao RS, Brazil",-50.31486306376544
"capivari do sul RS, Brazil",-50.5129169
"capao da canoa RS, Brazil",-50.0210729
"capao novo RS, Brazil",-49.9765462
"curumim RS, Brazil",-49.971133295877195
"torres RS, Brazil",-49.7299648
"dom pedro de alcantara RS, Brazil",-49.8479971
"mampituba RS, Brazil",-49.9344527
"tres forquilhas RS, Brazil",-50.0650535
"morrinhos do sul RS, Brazil",-49.9314425
"tres cachoeiras RS, Brazil",-49.9190608
"arroio do sal RS, Brazil",-49.8874395
"xangri-la RS, Brazil",-50.0413748
"rainha do mar RS, Brazil",-50.076433684928205
"tramandai RS, Brazil",-50.1316076
"cidreira RS, Brazil",-50.218331
"balneario pinhal RS, Brazil",-50.2339198
"taquara RS, Brazil",-50.7805672
"imbe RS, Brazil",-50.1278714
"parobe RS, Brazil",-50.83118
"igrejinha RS, Brazil",-50.791894
"tres coroas RS, Brazil",-50.7770635
"gramado RS, Brazil",-50.8724941
"canela RS, Brazil",-50.8545952
"rolante RS, Brazil",-50.5769391
"riozinho RS, Brazil",-50.4596262
"bento goncalves RS, Brazil",-51.5197627
"tuiuti RS, Brazil",-51.56092479464145
"pinto bandeira RS, Brazil",-51.4498258
"monte belo do sul RS, Brazil",-51.6347449
"garibaldi RS, Brazil",-51.5269167
"coronel pilar RS, Brazil",-51.6852347
"boa vista do sul RS, Brazil",-51.6779679
"barao RS, Brazil",-51.494908
"roca sales RS, Brazil",-51.8724318
"poco das antas RS, Brazil",-51.6690936
"capela de santana RS, Brazil",-51.3206659
"sao jose do sul RS, Brazil",-51.4828905
"salvador do sul RS, Brazil",-51.5103295
"sao jose do hortencio RS, Brazil",-51.2503032
"sao pedro da serra RS, Brazil",-51.5142114
"sao sebastiao do cai RS, Brazil",-51.3778772
"bom principio RS, Brazil",-51.3566782
"linha nova RS, Brazil",-51.2001125
"feliz RS, Brazil",-51.3069785
"alto feliz RS, Brazil",-51.3123751
"tupandi RS, Brazil",-51.4209232
"vale real RS, Brazil",-51.255859
"montenegro RS, Brazil",-51.4687455
"pareci novo RS, Brazil",-51.3961969
"harmonia RS, Brazil",-51.422308
"brochier RS, Brazil",-51.5963047
"marata RS, Brazil",-51.5546411
"sao vendelino RS, Brazil",-51.3790426
"venancio aires RS, Brazil",-52.193159
"general camara RS, Brazil",-51.7626198
"vale verde RS, Brazil",-52.1843582
"mato leitao RS, Brazil",-52.1278069
"triunfo RS, Brazil",-51.7191859
"polo petroquimico de triunfo RS, Brazil",-51.39054737333838
"taquari RS, Brazil",-51.865346
"tabai RS, Brazil",-51.7180847
"paverama RS, Brazil",-51.7343769
"bom retiro do sul RS, Brazil",-51.9359243
"fazenda vilanova RS, Brazil",-51.821714
"estrela RS, Brazil",-51.962226
"imigrante RS, Brazil",-51.7773242
"teutonia RS, Brazil",-51.8087983
"westfalia RS, Brazil",-51.7655231
"colinas RS, Brazil",-51.8697911
"lajeado RS, Brazil",-51.9624046
"santa clara do sul RS, Brazil",-52.0868635
"serio RS, Brazil",-52.2685744
"boqueirao do leao RS, Brazil",-52.4296817
"marques de souza RS, Brazil",-52.0961801
"progresso RS, Brazil",-52.3108869
"cruzeiro do sul RS, Brazil",-51.9917068
"canudos do vale RS, Brazil",-52.2348494
"capitao RS, Brazil",-51.9869716
"forquetinha RS, Brazil",-52.1008021
"arroio do meio RS, Brazil",-51.9444993
"pouso novo RS, Brazil",-52.2085122
"travesseiro RS, Brazil",-52.0562096
"nova brescia RS, Brazil",-52.0290188
"coqueiro baixo RS, Brazil",-52.097034
"encantado RS, Brazil",-51.8744817
"relvado RS, Brazil",-52.0713979
"doutor ricardo RS, Brazil",-51.9894847
"mucum RS, Brazil",-51.8747726
"vespasiano correa RS, Brazil",-51.8597913
"putinga RS, Brazil",-52.1566367
"anta gorda RS, Brazil",-52.0069187
"nova alvorada RS, Brazil",-52.1663732
"ilopolis RS, Brazil",-52.125816
"arvorezinha RS, Brazil",-52.1757917
"itapuca RS, Brazil",-52.03804791071079
"pelotas RS, Brazil",-52.3410161
"santa vitoria do palmar RS, Brazil",-53.3692659
"monte bonito RS, Brazil",-52.42688
"colonia z-3 RS, Brazil",-52.1558907
"quilombo RS, Brazil",-52.4781861
"turucu RS, Brazil",-52.1765159
"morro redondo RS, Brazil",-52.6257669
"arroio do padre RS, Brazil",-52.4228985
"capao do leao RS, Brazil",-52.5013148
"sao lourenco do sul RS, Brazil",-51.9814839
"arambare RS, Brazil",-51.4994625
"camaqua RS, Brazil",-51.8075619
"dom feliciano RS, Brazil",-52.1080845
"chuvisca RS, Brazil",-51.9784928
"cristal RS, Brazil",-52.0491777
"rio grande RS, Brazil",-52.0991297
"quinta RS, Brazil",-52.42500262093021
"sao jose do norte RS, Brazil",-52.0406082
"chui RS, Brazil",-53.454704
"mostardas RS, Brazil",-50.916692
"tavares RS, Brazil",-51.0897986
"jaguarao RS, Brazil",-53.3765705
"herval RS, Brazil",-53.3951333
"arroio grande RS, Brazil",-52.0971166
"pedro osorio RS, Brazil",-52.8219388
"cerrito RS, Brazil",-52.8151659
"bage RS, Brazil",-54.1062808
"colonia nova RS, Brazil",-54.053259613167434
"acegua RS, Brazil",-54.1615593
"dom pedrito RS, Brazil",-54.6746483
"hulha negra RS, Brazil",-53.8699535
"pinheiro machado RS, Brazil",-53.3822191
"pedras altas RS, Brazil",-53.585424
"piratini RS, Brazil",-53.1039931
"candiota RS, Brazil",-53.719538
"cachoeira do sul RS, Brazil",-52.8901686
"paraiso do sul RS, Brazil",-53.1777338
"cerro branco RS, Brazil",-52.949799
"agudo RS, Brazil",-53.2494005
"novo cabrais RS, Brazil",-52.9499851
"cortado RS, Brazil",-53.0453914
"cacapava do sul RS, Brazil",-53.4916761
"santana da boa vista RS, Brazil",-53.1148304
"cangucu RS, Brazil",-52.6773522
"encruzilhada do sul RS, Brazil",-52.51560417047334
"amaral ferrador RS, Brazil",-52.2542051
"rio pardo RS, Brazil",-52.3702447
"passo do sobrado RS, Brazil",-52.2734293
"pantano grande RS, Brazil",-52.3721771
"sao jeronimo RS, Brazil",-51.7238192
"barao do triunfo RS, Brazil",-51.7375349
"arroio dos ratos RS, Brazil",-51.7265541
"charqueadas RS, Brazil",-51.6249195
"butia RS, Brazil",-51.9692224
"minas do leao RS, Brazil",-52.0455962
"tapes RS, Brazil",-51.3986199
"sentinela do sul RS, Brazil",-51.5817117
"cerro grande do sul RS, Brazil",-51.7517196
"barra do ribeiro RS, Brazil",-51.301437
"santa cruz do sul RS, Brazil",-52.4285914
"monte alverne RS, Brazil",-52.34778874205436
"gramado xavier RS, Brazil",-52.5785872
"vale do sol RS, Brazil",-52.6867334
"vera cruz RS, Brazil",-52.5007403
"herveiras RS, Brazil",-52.6529235
"sinimbu RS, Brazil",-52.5199906
"sobradinho RS, Brazil",-53.0256794
"passa sete RS, Brazil",-52.9652172
"segredo RS, Brazil",-52.9793788
"lagoa bonita do sul RS, Brazil",-53.0145712
"ibarama RS, Brazil",-53.1313179
"candelaria RS, Brazil",-52.789495
"arroio do tigre RS, Brazil",-53.0888935
"estrela velha RS, Brazil",-53.1597523
"santa maria RS, Brazil",-53.8069214
"dilermando de aguiar RS, Brazil",-54.2078988
"itaara RS, Brazil",-53.7557841
"sao martinho da serra RS, Brazil",-53.8544925
"silveira martins RS, Brazil",-53.5867044
"restinga seca RS, Brazil",-53.3734546
"formigueiro RS, Brazil",-53.5029931
"faxinal do soturno RS, Brazil",-53.445804
"sao joao do polesine RS, Brazil",-53.4455412
"nova palma RS, Brazil",-53.4693751
"dona francisca RS, Brazil",-53.3560585
"sao gabriel RS, Brazil",-54.3227149
"são gabriel RS, Brazil",-54.3227149
"santa margarida do sul RS, Brazil",-54.0856735
"sao sepe RS, Brazil",-53.5690914
"vila nova do sul RS, Brazil",-53.8833913
"lavras do sul RS, Brazil",-53.8982856
"sao pedro do sul RS, Brazil",-54.1790311
"mata RS, Brazil",-54.4590898
"toropi RS, Brazil",-54.224398
"sao vicente do sul RS, Brazil",-54.682643
"cacequi RS, Brazil",-54.8273443
"uruguaiana RS, Brazil",-57.0867546
"barra do quarai RS, Brazil",-57.5505128
"alegrete RS, Brazil",-55.794862
"quarai RS, Brazil",-56.4526576
"santana do livramento RS, Brazil",-55.5317694
"sant'ana do livramento RS, Brazil",-55.5317694
"rosario do sul RS, Brazil",-54.9179382
"sao francisco de assis RS, Brazil",-55.1209843
"manoel viana RS, Brazil",-55.484112
"macambara RS, Brazil",-56.067444
"itaqui RS, Brazil",-56.5551258
"sao borja RS, Brazil",-56.0044295
"itacurubi RS, Brazil",-55.2360598
"garruchos RS, Brazil",-55.6382958
"santiago RS, Brazil",-54.866624
"capao do cipo RS, Brazil",-54.5555783
"unistalda RS, Brazil",-55.1503792
"jaguari RS, Brazil",-54.6919404
"nova esperanca do sul RS, Brazil",-54.8287783
"sao luiz gonzaga RS, Brazil",-54.9609081
"rolador RS, Brazil",-54.8179212
"dezesseis de novembro RS, Brazil",-55.0480474
"bossoroca RS, Brazil",-54.9120278
"santo antonio das missoes RS, Brazil",-55.2290047
"sao nicolau RS, Brazil",-55.2615035
"pirapo RS, Brazil",-55.1987198
"cerro largo RS, Brazil",-54.7383681
"sao pedro do butia RS, Brazil",-54.892603
"caibate RS, Brazil",-54.645407
"mato queimado RS, Brazil",-54.61709
"salvador das missoes RS, Brazil",-54.8354107
"guarani das missoes RS, Brazil",-54.5570355
"sete de setembro RS, Brazil",-54.462746
"roque gonzales RS, Brazil",-55.0263416
"sao paulo das missoes RS, Brazil",-54.936466
"cruz alta RS, Brazil",-53.6058047
"boa vista do cadeado RS, Brazil",-53.8123759
"boa vista do incra RS, Brazil",-53.3866624
"fortaleza dos valos RS, Brazil",-53.2246622
"julio de castilhos RS, Brazil",-53.6825217
"quevedos RS, Brazil",-54.0687208
"pinhal grande RS, Brazil",-53.3343023
"ivora RS, Brazil",-53.5804505
"tupancireta RS, Brazil",-53.8386668
"jari RS, Brazil",-54.223711
"joia RS, Brazil",-54.1199165
"ibiruba RS, Brazil",-53.096124
"quinze de novembro RS, Brazil",-53.0951692
"santa barbara do sul RS, Brazil",-53.2510995
"saldanha marinho RS, Brazil",-53.0952929
"pejucara RS, Brazil",-53.6554254
"panambi RS, Brazil",-53.501822
"condor RS, Brazil",-53.4844696
"palmeira das missoes RS, Brazil",-53.3135927
"lajeado do bugre RS, Brazil",-53.1811907
"sao jose das missoes RS, Brazil",-53.1185847
"sagrada familia RS, Brazil",-53.1364113
"boa vista das missoes RS, Brazil",-53.3127622
"novo barreiro RS, Brazil",-53.1095554
"cerro grande RS, Brazil",-53.1663055
"pinhal RS, Brazil",-53.2163814
"jaboticaba RS, Brazil",-53.2794089
"rodeio bonito RS, Brazil",-53.1705906
"cristal do sul RS, Brazil",-53.2482974
"novo tiradentes RS, Brazil",-53.1827183
"seberi RS, Brazil",-53.4013251
"dois irmaos das missoes RS, Brazil",-53.5330891
"erval seco RS, Brazil",-53.506851
"frederico westphalen RS, Brazil",-53.3964117
"taquarucu do sul RS, Brazil",-53.4684102
"vista alegre RS, Brazil",-53.491876
"palmitinho RS, Brazil",-53.5575968
"pinheirinho do vale RS, Brazil",-53.6144253
"caicara RS, Brazil",-53.4310053
"vicente dutra RS, Brazil",-53.4048541
"irai RS, Brazil",-53.256791
"ametista do sul RS, Brazil",-53.1826575
"planalto RS, Brazil",-53.0575473
"alpestre RS, Brazil",-53.0349646
"tenente portela RS, Brazil",-53.758484
"derrubadas RS, Brazil",-53.8618488
"barra do guarita RS, Brazil",-53.7147086
"vista gaucha RS, Brazil",-53.7024746
"miraguai RS, Brazil",-53.6874223
"redentora RS, Brazil",-53.6421338
"braga RS, Brazil",-53.740514
