localizador,longitud
"cassilandia MS, Brazil",-51.7345354
"costa rica MS, Brazil",-53.1394286
"paraiso das aguas MS, Brazil",-53.0122646
"chapadao do sul MS, Brazil",-52.6199512
"aparecida do taboado MS, Brazil",-51.1013943
"inocencia MS, Brazil",-51.9307502
"selviria MS, Brazil",-51.4251863
"tres lagoas MS, Brazil",-51.7061247
"arapua MS, Brazil",-52.16191135145242
"brasilandia MS, Brazil",-52.0365617
"agua clara MS, Brazil",-52.8797496
"santa rita do pardo MS, Brazil",-52.8262142
"fatima do sul MS, Brazil",-54.516698
"vicentina MS, Brazil",-54.4370921
"sao jose MS, Brazil",-54.425512376
"jatei MS, Brazil",-54.307006
"gloria de dourados MS, Brazil",-54.2313391
"ivinhema MS, Brazil",-53.8276006
"amandina MS, Brazil",-53.601881177660744
"novo horizonte do sul MS, Brazil",-53.857078
"nova andradina MS, Brazil",-53.3513857
"nova casa verde MS, Brazil",-53.41723671230329
"bataipora MS, Brazil",-53.2685608
"taquarussu MS, Brazil",-53.3524041
"anaurilandia MS, Brazil",-52.719056
"bataguassu MS, Brazil",-52.422058
"angelica MS, Brazil",-53.7728504
"deodapolis MS, Brazil",-54.168163
"lagoa bonita MS, Brazil",-54.22435469518288
"dourados MS, Brazil",-54.812208
"sao pedro MS, Brazil",-54.6915767605291
"itahum MS, Brazil",-55.349606
"vila vargas MS, Brazil",-54.60373543981147
"douradina MS, Brazil",-54.6118292
"itapora MS, Brazil",-54.7874239
"pirapora MS, Brazil",-54.68325430887097
"montese MS, Brazil",-54.73701605386448
"ponta pora MS, Brazil",-55.723426
"ponta porã MS, Brazil",-55.723426
"sanga puita MS, Brazil",-55.591744472800826
"antonio joao MS, Brazil",-55.9508227
"laguna carapa MS, Brazil",-55.1505549
"paranhos MS, Brazil",-55.4287213
"aral moreira MS, Brazil",-55.6268421
"vila marques MS, Brazil",-55.5877995
"sete quedas MS, Brazil",-55.0428349
"caarapo MS, Brazil",-54.8240903
"cristalina MS, Brazil",-54.64433590905925
"navirai MS, Brazil",-54.2018319
"juti MS, Brazil",-54.604793
"iguatemi MS, Brazil",-54.563731
"itaquirai MS, Brazil",-54.1833692
"eldorado MS, Brazil",-54.2832024
"tacuru MS, Brazil",-55.014137
"mundo novo MS, Brazil",-54.2859489
"japora MS, Brazil",-54.406888
"amambai MS, Brazil",-55.2284854
"coronel sapucaia MS, Brazil",-55.5288174
"curitiba PR, Brazil",-49.2712724
"balneario de picarras PR, Brazil",
"* cidade PR, Brazil",-46.6339471
"sao jose dos pinhais PR, Brazil",-49.2072163
"sao  jose dos pinhais PR, Brazil",-49.2072163
"tijucas do sul PR, Brazil",-49.179265
"paranagua PR, Brazil",-48.5226695
"alexandra PR, Brazil",-48.62907100363683
"ilha dos valadares PR, Brazil",-48.50919213134149
"pontal do parana PR, Brazil",-48.3614806
"matinhos PR, Brazil",-48.5342813
"guaratuba PR, Brazil",-48.5750905
"piraquara PR, Brazil",-49.0604473
"pinhais PR, Brazil",-49.1900307
"morretes PR, Brazil",-48.8321911
"porto de cima PR, Brazil",-48.8773251
"antonina PR, Brazil",-48.7125431
"guaraquecaba PR, Brazil",-48.3290185
"colombo PR, Brazil",-49.2243472
"quatro barras PR, Brazil",-49.0745672
"borda do campo PR, Brazil",-49.04505
"campina grande do sul PR, Brazil",-49.0545355
"bocaiuva do sul PR, Brazil",-49.114131
"tunas do parana PR, Brazil",-49.0854528
"adrianopolis PR, Brazil",-48.9912769
"almirante tamandare PR, Brazil",-49.2997838
"campo magro PR, Brazil",-49.4496921
"rio branco do sul PR, Brazil",-49.3119082
"itaperucu PR, Brazil",-49.345427
"cerro azul PR, Brazil",-49.2615181
"doutor ulysses PR, Brazil",-49.4203013
"campo largo PR, Brazil",-49.5270851
"balsa nova PR, Brazil",-49.6312741
"bugre PR, Brazil",-49.6205036
"araucaria PR, Brazil",-49.4051209
"contenda PR, Brazil",-49.535044
"lapa PR, Brazil",-38.5122905
"mariental PR, Brazil",-49.64336912224981
"mandirituba PR, Brazil",-49.3279107
"areia branca dos assis PR, Brazil",-49.3657582
"fazenda rio grande PR, Brazil",-49.3126653
"quitandinha PR, Brazil",-49.4977717
"doce grande PR, Brazil",-49.430872
"agudos do sul PR, Brazil",-49.3328175
"pien PR, Brazil",-49.4297904
"campo do tenente PR, Brazil",-49.684518
"rio negro PR, Brazil",-49.7982766
"sao mateus do sul PR, Brazil",-50.382796
"antonio olinto PR, Brazil",-50.1974516
"ponta grossa PR, Brazil",-50.1601812
"palmeira PR, Brazil",-49.9987787
"porto amazonas PR, Brazil",-49.8973805
"carambei PR, Brazil",-50.1171293
"sao joao do triunfo PR, Brazil",-50.29492
"castro PR, Brazil",-49.9972914
"socavao PR, Brazil",-49.6962417
"colonia castrolanda PR, Brazil",
"jaguariaiva PR, Brazil",-49.7201518
"senges PR, Brazil",-49.4644197
"pirai do sul PR, Brazil",-49.9399216
"imbau PR, Brazil",-50.7557188
"telemaco borba PR, Brazil",-50.6318021
"harmonia PR, Brazil",-50.6051838
"curiuva PR, Brazil",-50.455484
"figueira PR, Brazil",-50.4059875
"sapopema PR, Brazil",-50.5791315
"tibagi PR, Brazil",-50.4101487
"caetano mendes PR, Brazil",-50.6436472
"reserva PR, Brazil",-50.8484432
"ventania PR, Brazil",-50.245452
"ortigueira PR, Brazil",-50.925043
"prudentopolis PR, Brazil",-50.9895774
"imbituva PR, Brazil",-50.6051002
"guamiranga PR, Brazil",-50.8116961
"ipiranga PR, Brazil",-50.5854615
"ivai PR, Brazil",-50.8568896
"bom jardim do sul PR, Brazil",-50.801033
"candido de abreu PR, Brazil",-51.3432207
"irati PR, Brazil",-50.649287
"teixeira soares PR, Brazil",-50.4586285
"fernandes pinheiro PR, Brazil",-50.5489837
"reboucas PR, Brazil",-50.6946598
"rio azul PR, Brazil",-50.790534
"mallet PR, Brazil",-50.8268768
"uniao da vitoria PR, Brazil",-51.0869796
"porto vitoria PR, Brazil",-51.2239397
"cruz machado PR, Brazil",-51.3503171
"santana PR, Brazil",-51.2047986
"paula freitas PR, Brazil",-50.936462
"paulo frontin PR, Brazil",-50.8337759
"bituruna PR, Brazil",-51.5533319
"general carneiro PR, Brazil",-51.3146691
"ibaiti PR, Brazil",-50.1905666
"japira PR, Brazil",-50.1397133
"pinhalao PR, Brazil",-50.0577318
"jaboti PR, Brazil",-50.0748781
"tomazina PR, Brazil",-49.9546482
"siqueira campos PR, Brazil",-49.830416
"salto do itarare PR, Brazil",-49.626581
"wenceslau braz PR, Brazil",-49.8035872
"santana do itarare PR, Brazil",-49.6292826
"sao jose da boa vista PR, Brazil",-49.6508016
"arapoti PR, Brazil",-49.8224605
"guarapuava PR, Brazil",-51.4622016
"palmeirinha PR, Brazil",-51.5473154
"colonia jordaozinho PR, Brazil",
"colonia vitoria PR, Brazil",-50.8462675
"candoi PR, Brazil",-52.051107
"foz do jordao PR, Brazil",-52.1209188
"campina do simao PR, Brazil",-51.8076658
"turvo PR, Brazil",-51.5392172
"inacio martins PR, Brazil",-51.0764637
"cantagalo PR, Brazil",-52.1238114
"goioxim PR, Brazil",-51.9924229
"marquinho PR, Brazil",-52.2581854
"pinhao PR, Brazil",-51.6566366
"reserva do iguacu PR, Brazil",-52.028256
"pitanga PR, Brazil",-51.7637582
"boa ventura de sao roque PR, Brazil",-51.5441292
"santa maria do oeste PR, Brazil",-51.8712242
"mato rico PR, Brazil",-52.1493001
"nova tebas PR, Brazil",-51.945357
"manoel ribas PR, Brazil",-51.6685729
"palmital PR, Brazil",-52.2113941
"laranjal PR, Brazil",-52.4726747
"altamira do parana PR, Brazil",-52.7131879
"laranjeiras do sul PR, Brazil",-52.4150132
"rio bonito do iguacu PR, Brazil",-52.5262069
"porto barreiro PR, Brazil",-52.409026
"nova laranjeiras PR, Brazil",-52.544682
"virmond PR, Brazil",-52.2034599
"guaraniacu PR, Brazil",-52.867811
"diamante do sul PR, Brazil",-52.6800923
"nova aurora PR, Brazil",-53.2576703
"cafelandia PR, Brazil",-53.3218057
"corbelia PR, Brazil",-53.2961804
"ouro verde do piquiri PR, Brazil",-53.2119475
"iguatu PR, Brazil",-53.0865561
"anahy PR, Brazil",-53.1337957
"braganey PR, Brazil",-53.118506
"ubirata PR, Brazil",-52.9899678
"campo bonito PR, Brazil",-52.992976
"quedas do iguacu PR, Brazil",-52.9090429
"espigao alto do iguacu PR, Brazil",-52.8376411
"catanduvas PR, Brazil",-53.154826
"ibema PR, Brazil",-53.0071928
"tres barras do parana PR, Brazil",-53.1837577
"pato branco PR, Brazil",-52.6712474
"sao roque do chopim PR, Brazil",
"bom sucesso do sul PR, Brazil",-52.8348629
"vitorino PR, Brazil",-52.7804392
"mariopolis PR, Brazil",-52.5491563
"clevelandia PR, Brazil",-52.3513972
"mangueirinha PR, Brazil",-52.1740852
"honorio serpa PR, Brazil",-52.383794
"coronel vivida PR, Brazil",-52.5654277
"palmas PR, Brazil",-51.988812
"coronel domingos soares PR, Brazil",-52.0314509
"chopinzinho PR, Brazil",-52.5294107
"sulina PR, Brazil",-52.7207833
"saudade do iguacu PR, Brazil",-52.6184857
"sao joao PR, Brazil",-53.6928707
"dois irmãos PR, Brazil",-53.9287909
"sao jorge d'oeste PR, Brazil",-52.9189882
"sao jorge doeste PR, Brazil",
"itapejara d  oeste PR, Brazil",-52.8149217
"vere PR, Brazil",-52.9081757
"cruzeiro do iguacu PR, Brazil",-53.1299075
"francisco beltrao PR, Brazil",-53.0533527
"renascenca PR, Brazil",-52.970349
"marmeleiro PR, Brazil",-53.026741
"flor da serra do sul PR, Brazil",-53.308432
"salgado filho PR, Brazil",-53.3619195
"manfrinopolis PR, Brazil",-53.3113372
"eneas marques PR, Brazil",-53.1637539
"nova esperanca do sudoeste PR, Brazil",-53.2617627
"ampere PR, Brazil",-53.4742414
"santa izabel do oeste PR, Brazil",-53.480146
"dois vizinhos PR, Brazil",-53.0554369
"salto do lontra PR, Brazil",-53.3085197
"boa esperanca do iguacu PR, Brazil",-53.2139114
"nova prata do iguacu PR, Brazil",-53.3463611
"barracao PR, Brazil",-53.6349576
"bom jesus do sul PR, Brazil",-53.54644230989628
"santo antonio do sudoeste PR, Brazil",-53.725556
"pinhal de sao bento PR, Brazil",-53.4837511
"pranchita PR, Brazil",-53.7396825
"perola d'oeste PR, Brazil",-53.743333
"bela vista da caroba PR, Brazil",-53.6672545
"planalto PR, Brazil",-53.767216
"capanema PR, Brazil",-53.8083036
"realeza PR, Brazil",-53.5338306
"boa vista da aparecida PR, Brazil",-53.4067721
"capitao leonidas marques PR, Brazil",-53.611238
"alto alegre do iguacu PR, Brazil",-53.4833205
"santa lucia PR, Brazil",-53.5677252
"cascavel PR, Brazil",-53.4560544
"cascavael PR, Brazil",
"sede alvorada PR, Brazil",-53.6461531
"rio do salto PR, Brazil",-53.3397609
"santa tereza do oeste PR, Brazil",-53.6161834
"lindoeste PR, Brazil",-53.5758136
"formosa do oeste PR, Brazil",-53.312801
"iracema do oeste PR, Brazil",-53.3539137
"jesuitas PR, Brazil",-53.3855699
"ceu azul PR, Brazil",-53.8494214
"vera cruz do oeste PR, Brazil",-53.8785648
"foz do iguacu PR, Brazil",-54.5858139
"santa terezinha de itaipu PR, Brazil",-54.4019902
"sao miguel do iguacu PR, Brazil",-54.240498
"aurora do iguacu PR, Brazil",-54.1600669
"itaipulandia PR, Brazil",-54.2980691
"sao jose do itavo PR, Brazil",
"medianeira PR, Brazil",-54.0940666
"serranopolis do iguacu PR, Brazil",-54.0538801
"matelandia PR, Brazil",-53.9835004
"ramilandia PR, Brazil",-54.0301175
"missal PR, Brazil",-54.2476738
"santa helena PR, Brazil",-54.3328813
"sao clemente PR, Brazil",-54.2357935
"diamante d  oeste PR, Brazil",-54.1028594
"sao jose das palmeiras PR, Brazil",-54.0621488
"toledo PR, Brazil",-53.7402476
"dez de maio PR, Brazil",-53.9163847
"novo sobradinho PR, Brazil",-53.7595031
"vila nova PR, Brazil",-50.5966966
"novo sarandi PR, Brazil",-53.9051089
"sao pedro do iguacu PR, Brazil",-53.8579529
"nova santa rosa PR, Brazil",-53.9547649
"ouro verde do oeste PR, Brazil",-53.906938
"assis chateaubriand PR, Brazil",-53.5120468
"encantado d'oeste PR, Brazil",-53.6543623
"bragantina PR, Brazil",-53.1159432
"quatro pontes PR, Brazil",-53.9780237
"tupassi PR, Brazil",-53.5129537
"pato bragado PR, Brazil",-54.2264587
"palotina PR, Brazil",-53.8405463
"são camilo PR, Brazil",-53.91848086701825
"maripa PR, Brazil",-53.828641
"perola independente PR, Brazil",-53.7430502
"marechal candido rondon PA, Brazil",-54.0587821
"porto mendes PR, Brazil",-54.3073232
"guaira PR, Brazil",-54.2567519
"doutor oliveira castro PR, Brazil",-54.2665796
"entre rios do oeste PR, Brazil",-54.2448233
"terra roxa PR, Brazil",-54.097432
"santa rita do oeste PR, Brazil",
"mercedes PR, Brazil",-54.1647255
"londrina PR, Brazil",-51.1595023
"paiquere PR, Brazil",-51.0828246
"tamarana PR, Brazil",-51.0936013
"bela vista do paraiso PR, Brazil",-51.1907996
"santa margarida PR, Brazil",-51.209769
"primeiro de maio PR, Brazil",-51.029251
"alvorada do sul PR, Brazil",-51.2307721
"porecatu PR, Brazil",-51.37949
"florestopolis PR, Brazil",-51.3905121
"sertanopolis PR, Brazil",-51.0373544
"cambe PR, Brazil",-51.2779583
"ibipora PR, Brazil",-51.0475907
"jataizinho PR, Brazil",-50.977748
"assai PR, Brazil",-50.8454929
"santa cecilia do pavao PR, Brazil",-50.7837199
"nova america da colina PR, Brazil",-50.7182735
"sao sebastiao da amoreira PR, Brazil",-50.7605173
"nova santa barbara PR, Brazil",-50.7638011
"sao jeronimo da serra PR, Brazil",-50.7389164
"urai PR, Brazil",-50.793873
"cruzeiro do norte PR, Brazil",-50.8637767
"rancho alegre PR, Brazil",-50.9142676
"cornelio procopio PR, Brazil",-50.6499263
"congonhas PR, Brazil",-50.7243384
"nova fatima PR, Brazil",-50.5618055
"santo antonio do paraiso PR, Brazil",-50.6468656
"congonhinhas PR, Brazil",-50.5520182
"leopolis PR, Brazil",-50.7501808
"sertaneja PR, Brazil",-50.816802
"santa mariana PR, Brazil",-50.5199587
"panema PR, Brazil",-50.5862526
"bandeirantes PR, Brazil",-50.370407
"santa amelia PR, Brazil",-50.4278622
"itambaraca PR, Brazil",-50.406887
"andira PR, Brazil",-50.2310027
"andira-pr PR, Brazil",-50.2310027
"cambara PR, Brazil",-50.075281
"jacarezinho PR, Brazil",-49.973889
"ribeirao claro PR, Brazil",-49.7568326
"carlopolis PR, Brazil",-49.7208814
"santo antonio da platina PR, Brazil",-50.0778957
"quatigua PR, Brazil",-49.9160315
"joaquim tavora PR, Brazil",-49.9232545
"abatia PR, Brazil",-50.3102532
"guapirama PR, Brazil",-50.0431538
"jundiai do sul PR, Brazil",-50.2478173
"conselheiro mairinck PR, Brazil",-50.1706779
"ribeirao do pinhal PR, Brazil",-50.3581945
"rolandia PR, Brazil",-51.3674145
"sao martinho PR, Brazil",-51.4407828
"jaguapita PR, Brazil",-51.5327741
"pitangueiras PR, Brazil",-51.587301
"miraselva PR, Brazil",-51.4847793
"prado ferreira PR, Brazil",-51.4431235
"guaraci PR, Brazil",-51.6479769
"bentopolis PR, Brazil",-51.7152255
"centenario do sul PR, Brazil",-51.5951456
"lupionopolis PR, Brazil",-51.6575301
"cafeara PR, Brazil",-51.714195
"santo inacio PR, Brazil",-51.792679
"santa ines PR, Brazil",-51.9031333
"itaguaje PR, Brazil",-51.967351
"nossa senhora das gracas PR, Brazil",-51.7962681
"colorado PR, Brazil",-51.9730135
"alto alegre PR, Brazil",-53.4899277
"arapongas PR, Brazil",-51.4293961
"sabaudia PR, Brazil",-51.5544109
"astorga PR, Brazil",-51.6647074
"santa zelia PR, Brazil",-51.6787043
"icara PR, Brazil",-51.633924
"iguaracu PR, Brazil",-51.8244524
"angulo PR, Brazil",-51.9094976
"munhoz de melo PR, Brazil",-49.9540397
"santa fe PR, Brazil",-51.808014
"florida PR, Brazil",-51.9540843
"lobato PR, Brazil",-51.9524309
"apucarana PR, Brazil",-51.4610764
"california PR, Brazil",-51.3554556
"marilandia do sul PR, Brazil",-51.3021452
"maua da serra PR, Brazil",-51.2261166
"rio bom PR, Brazil",-51.4127871
"faxinal PR, Brazil",-51.3222727
"grandes rios PR, Brazil",-51.5063628
"rio branco do ivai PR, Brazil",-51.3139672
"rosario do ivai PR, Brazil",-51.2505025
"cruzmaltina PR, Brazil",-51.4435583
"jardim alegre PR, Brazil",-51.6927177
"lidianopolis PR, Brazil",-51.6525676
"ivaipora PR, Brazil",-51.6719268
"ariranha do ivai PR, Brazil",-51.5876772
"arapua PR, Brazil",-51.7901941
"cambira PR, Brazil",-51.5809914
"novo itacolomi PR, Brazil",-51.5074087
"jandaia do sul PR, Brazil",-51.645674
"marumbi PR, Brazil",-51.6408276
"kalore PR, Brazil",-51.6683666
"borrazopolis PR, Brazil",-51.5842203
"sao joao do ivai PR, Brazil",-51.8232148
"luar PR, Brazil",-48.8378141
"ubauna PR, Brazil",-51.714607
"lunardelli PR, Brazil",-51.7421822
"godoy moreira PR, Brazil",-51.9232662
"bom sucesso PR, Brazil",-51.7661597
"sao pedro do ivai PR, Brazil",-51.8563711
"fenix PR, Brazil",-51.9801443
"barbosa ferraz PR, Brazil",-52.00811
"corumbatai do sul PR, Brazil",-52.11766
"mandaguari PR, Brazil",-51.6787511
"marialva PR, Brazil",-51.795788
"aquidaban PR, Brazil",-51.9038367
"sao miguel do cambui PR, Brazil",-51.8598478
"maringa PR, Brazil",-52.0514091
"sarandi PR, Brazil",-51.876016
"floresta PR, Brazil",-52.0819003
"ivatuba PR, Brazil",-52.2174491
"paicandu PR, Brazil",-52.048988
"doutor camargo PR, Brazil",-52.2185546
"mandaguacu PR, Brazil",-52.0966215
"pulinopolis PR, Brazil",-52.0209498
"ourizona PR, Brazil",-52.1954085
"itambe PR, Brazil",-51.9903555
"presidente castelo branco PR, Brazil",-52.1528771
"florai PR, Brazil",-52.3009856
"sao jorge do ivai PR, Brazil",-52.2924553
"cianorte PR, Brazil",-52.6103989
"sao manoel do parana PR, Brazil",-52.645376
"sao tome PR, Brazil",-52.590125
"japura PR, Brazil",-52.55572
"jussara PR, Brazil",-52.46931
"indianopolis PR, Brazil",-52.6987037
"terra boa PR, Brazil",-52.447002
"peabiru PR, Brazil",-52.3455598
"araruna PR, Brazil",-52.4976047
"quinta do sol PR, Brazil",-52.1334452
"engenheiro beltrao PR, Brazil",-52.2592684
"ivailandia PR, Brazil",-52.1785725
"iretama PR, Brazil",-52.1021817
"luiziana PR, Brazil",-52.2767531
"campo mourao PR, Brazil",-52.37802
"roncador PR, Brazil",-52.2710073
"alto sao joao PR, Brazil",-53.3256473
"farol PR, Brazil",-52.6232183
"nova cantu PR, Brazil",-52.5731265
"mambore PR, Brazil",-52.5298446
"campina da lagoa PR, Brazil",-52.8038965
"juranda PR, Brazil",-52.841344
"rio verde PR, Brazil",-50.0597102
"goioere PR, Brazil",-53.0250623
"4o. centenario PR, Brazil",-53.008303
"moreira sales PR, Brazil",-53.0101722
"paraná d'oeste PR, Brazil",-52.8891676
"janiopolis PR, Brazil",-52.77836
"boa esperanca PR, Brazil",-52.7860277
"rancho alegre d  oeste PR, Brazil",-52.9551791
"cruzeiro do oeste PR, Brazil",-53.0709425
"sao silvestre PR, Brazil",-49.6500455
"tapejara PR, Brazil",-52.8701739
"tuneiras do oeste PR, Brazil",-52.8749376
"mariluz PR, Brazil",-53.148113
"maria helena PR, Brazil",-53.206135
"douradina PR, Brazil",-53.2932989
"nova olimpia PR, Brazil",-53.090112
"umuarama PR, Brazil",-53.3116192
"serra dos dourados PR, Brazil",-53.384824
"santa eliza PR, Brazil",-53.4633
"ivate PR, Brazil",-53.3698352
"alto paraiso PR, Brazil",-53.728537
"icaraima PR, Brazil",-53.6162036
"xambre PR, Brazil",-53.4881707
"perobal PR, Brazil",-53.409838
"perola PR, Brazil",-53.6824972
"esperanca nova PR, Brazil",-53.8105174
"altonia PR, Brazil",-53.894037
"sao jorge do patrocinio PR, Brazil",-53.8806252
"ipora PR, Brazil",-53.7100595
"cafezal do sul PR, Brazil",-53.512418
"guaipora PR, Brazil",-53.586839
"jangada PR, Brazil",-53.5272467
"francisco alves PR, Brazil",-53.844348
"rio bonito PR, Brazil",-42.6624017
"alto piquiri PR, Brazil",-53.4417448
"brasilandia do sul PR, Brazil",-53.527551
"nova esperanca PR, Brazil",-52.1999852
"atalaia PR, Brazil",-52.0529697
"uniflor PR, Brazil",-52.1584403
"cruzeiro do sul PR, Brazil",-52.1625688
"paranacity PR, Brazil",-52.1523164
"inaja PR, Brazil",-52.1976067
"paranapoema PR, Brazil",-52.0865163
"jardim olinda PR, Brazil",-52.036373
"paranavai PR, Brazil",-52.461724
"graciosa PR, Brazil",-52.607311
"santo antonio do caiua PR, Brazil",-52.3446998
"sao joao do caiua PR, Brazil",-52.3371114
"alto parana PR, Brazil",-52.318893
"tamboara PR, Brazil",-52.5000131
"sao carlos do ivai PR, Brazil",-52.476143
"paraiso do norte PR, Brazil",-52.6024125
"nova alianca do ivai PR, Brazil",-52.603244
"rondon PR, Brazil",-52.7722221
"guaporema PR, Brazil",-52.778605
"cidade gaucha PR, Brazil",-52.9444098
"tapira PR, Brazil",-53.0712033
"mirador PR, Brazil",-52.7756432
"amapora PR, Brazil",-52.786597
"planaltina do parana PR, Brazil",-52.9160307
"guairaca PR, Brazil",-52.6865101
"terra rica PR, Brazil",-52.6202541
"adhemar de barros PR, Brazil",-52.7356442
"loanda PR, Brazil",-53.1352452
"santa isabel do ivai PR, Brazil",-53.1940876
"sao jose do ivai PR, Brazil",-53.2783745
"santa monica PR, Brazil",-53.1103971
"santa cruz de monte castelo PR, Brazil",-53.294859
"querencia do norte PR, Brazil",-53.483022
"porto rico PR, Brazil",-53.267731
"sao pedro do parana PR, Brazil",-53.222755
"porto sao jose PR, Brazil",-53.1774161
"marilena PR, Brazil",-53.04
"nova londrina PR, Brazil",-52.9875908
"itauna do sul PR, Brazil",-52.8854393
"diamante do norte PR, Brazil",-52.8589113
"florianopolis SC, Brazil",-48.5496098
"floranopolis SC, Brazil",
"florian&oacute;polis SC, Brazil",
"sao jose SC, Brazil",-48.6276491
"sao pedro de alcantara SC, Brazil",-48.8047973
"palhoca SC, Brazil",-48.6646323
"santo amaro da imperatriz SC, Brazil",-48.7769405
"aguas mornas SC, Brazil",-48.8247831
"biguacu SC, Brazil",-48.6542432
"antonio carlos SC, Brazil",-48.7684715
"governador celso ramos SC, Brazil",-48.557608
"tijucas SC, Brazil",-48.6353696
"porto belo SC, Brazil",-48.5424395
"bombinhas SC, Brazil",-48.4875691
"itapema SC, Brazil",-48.6137778
"canelinha SC, Brazil",-48.7666708
"sao joao batista SC, Brazil",-48.8496101
"major gercino SC, Brazil",-48.94878
"nova trento SC, Brazil",-48.9302652
"botuvera SC, Brazil",-49.0726471
"itajai SC, Brazil",-48.6552979
"ilhota SC, Brazil",-48.8284968
"balenario camboriu SC, Brazil",
"balneario camboriu SC, Brazil",-48.6339782
"camboriu SC, Brazil",-48.6535657
"brusque SC, Brazil",-48.9136323
"guabiruba SC, Brazil",-48.9781319
"botuverá SC, Brazil",-49.0726471
"navegantes SC, Brazil",-48.6495828
"balneario picarras SC, Brazil",-48.6716667
"penha SC, Brazil",-48.6465251
"barra velha SC, Brazil",-48.6835001
"sao joao do itaperiu SC, Brazil",-48.7670219
"ituporanga SC, Brazil",-49.6014812
"rio bonito SC, Brazil",-49.1361575
"chapadao do lageado SC, Brazil",-49.553879
"atalanta SC, Brazil",-49.778863
"agrolandia SC, Brazil",-49.8294621
"petrolandia SC, Brazil",-49.6984597
"imbuia SC, Brazil",-49.421766
"vidal ramos SC, Brazil",-49.3615664
"leoberto leal SC, Brazil",-49.2871979
"alfredo wagner SC, Brazil",-49.3326734
"angelina SC, Brazil",-48.9838759
"rancho queimado SC, Brazil",-49.0124197
"anitapolis SC, Brazil",-49.1287395
"sao bonifacio SC, Brazil",-48.932608
"paulo lopes SC, Brazil",-48.6830299
"garopaba SC, Brazil",-48.6240197
"lages SC, Brazil",-50.325883
"correia pinto SC, Brazil",-50.361448
"bocaina do sul SC, Brazil",-49.942279
"otacilio costa SC, Brazil",-50.1195204
"painel SC, Brazil",-50.0994933
"palmeira SC, Brazil",-50.1589086
"capao alto SC, Brazil",-50.511491
"ponte alta SC, Brazil",-50.376404
"sao jose do cerrito SC, Brazil",-50.5791762
"campo belo do sul SC, Brazil",-50.759562
"cerro negro SC, Brazil",-50.8741305
"anita garibaldi SC, Brazil",-51.1293873
"celso ramos SC, Brazil",-51.3368111
"sao joaquim SC, Brazil",-49.9353255
"urupema SC, Brazil",-49.875957
"bom jardim da serra SC, Brazil",-49.625588
"urubici SC, Brazil",-49.592547
"rio rufino SC, Brazil",-49.7806323
"bom retiro SC, Brazil",-49.486994
"tubarao SC, Brazil",-49.014132
"treze de maio SC, Brazil",-49.1447586
"jaguaruna SC, Brazil",-49.0288664
"sangao SC, Brazil",-49.1266106
"pedras grandes SC, Brazil",-49.1864128
"azambuja SC, Brazil",-48.918273
"sao ludgero SC, Brazil",-49.174819
"gravatal SC, Brazil",-49.0362296
"armazem SC, Brazil",-49.0190126
"capivari de baixo SC, Brazil",-48.963144
"braco do norte SC, Brazil",-49.1622712
"rio fortuna SC, Brazil",-49.1048223
"santa rosa de lima SC, Brazil",-49.1280356
"sao martinho SC, Brazil",-48.9793424
"imarui SC, Brazil",-48.8151737
"imbituba SC, Brazil",-48.6643444
"laguna SC, Brazil",-48.7816572
"pescaria brava SC, Brazil",-48.8658054
"criciuma SC, Brazil",-49.3695627
"icara SC, Brazil",-49.2971441
"balneario rincao SC, Brazil",-49.2241642
"morro da fumaca SC, Brazil",-49.2133979
"estacao cocal SC, Brazil",-49.2457002
"urussanga SC, Brazil",-49.3201776
"cocal do sul SC, Brazil",-49.3248697
"forquilhinha SC, Brazil",-49.4737661
"sideropolis SC, Brazil",-49.4250007
"treviso SC, Brazil",-49.4582122
"nova veneza SC, Brazil",-49.4997634
"nossa senhora de caravaggio SC, Brazil",-51.74964522884078
"orleans SC, Brazil",-49.2872434
"lauro muller SC, Brazil",-49.3975402
"grao para SC, Brazil",-49.2163956
"ararangua SC, Brazil",-49.4858389
"balneario arroio do silva SC, Brazil",-49.4189932
"maracaja SC, Brazil",-49.449388
"meleiro SC, Brazil",-49.6349851
"sapiranga SC, Brazil",-49.5481231
"morro grande SC, Brazil",-49.1060946
"turvo SC, Brazil",-49.6792206
"morro chato SC, Brazil",-51.5661257
"ermo SC, Brazil",-49.6427198
"timbe do sul SC, Brazil",-49.8466056
"jacinto machado SC, Brazil",-49.7603204
"balneario gaivota SC, Brazil",-49.5808712
"sombrio SC, Brazil",-49.632776
"santa rosa do sul SC, Brazil",-49.7154188
"sao joao do sul SC, Brazil",-49.8081785
"passo de torres SC, Brazil",-49.7218979
"praia grande SC, Brazil",-49.9491971
"blumenau SC, Brazil",-49.0658025
"indaial SC, Brazil",-49.2416736
"pomerode SC, Brazil",-49.1770095
"massaranduba SC, Brazil",-49.005351
"gaspar SC, Brazil",-48.9566824
"timbo SC, Brazil",-49.270641
"rio dos cedros SC, Brazil",-49.271828
"benedito novo SC, Brazil",-49.3629511
"doutor pedrinho SC, Brazil",-49.482726
"luiz alves SC, Brazil",-48.9126756
"apiuna SC, Brazil",-49.3885037
"rodeio SC, Brazil",-49.3685354
"ascurra SC, Brazil",-49.3767752
"ibirama SC, Brazil",-49.5190771
"dalbergia SC, Brazil",-49.59183
"jose boiteux SC, Brazil",-49.6262509
"vitor meireles SC, Brazil",-49.833243
