state_sigla,city,localizador,latitud
SP,candido rodrigues,"candido rodrigues SP, Brazil",-21.3255615
SP,fernando prestes,"fernando prestes SP, Brazil",-21.266061
SP,agulha,"agulha SP, Brazil",-21.365
SP,santa adelia,"santa adelia SP, Brazil",-21.2432992
SP,botelho,"botelho SP, Brazil",-21.3572417
SP,ariranha,"ariranha SP, Brazil",-21.18716
SP,santa ernestina,"santa ernestina SP, Brazil",-21.4634463
SP,dobrada,"dobrada SP, Brazil",-21.5180904
SP,matao,"matao SP, Brazil",-21.6033611
SP,matão,"matão SP, Brazil",-21.6033611
SP,aracatuba,"aracatuba SP, Brazil",-21.207992
SP,araçatuba,"araçatuba SP, Brazil",-21.207992
SP,santo antonio do aracangua,"santo antonio do aracangua SP, Brazil",-20.9354866
SP,birigui,"birigui SP, Brazil",-21.2908491
SP,bilac,"bilac SP, Brazil",-21.403962
SP,gabriel monteiro,"gabriel monteiro SP, Brazil",-21.5299436
SP,piacatu,"piacatu SP, Brazil",-21.5901744
SP,santopolis do aguapei,"santopolis do aguapei SP, Brazil",-21.6379556
SP,clementina,"clementina SP, Brazil",-21.5594631
SP,coroados,"coroados SP, Brazil",-21.3554634
SP,brejo alegre,"brejo alegre SP, Brazil",-21.1671191
SP,glicerio,"glicerio SP, Brazil",-21.3814805
SP,juritis,"juritis SP, Brazil",-21.2155
SP,brauna,"brauna SP, Brazil",-21.5015319
SP,penapolis,"penapolis SP, Brazil",-21.4192406
SP,alto alegre,"alto alegre SP, Brazil",-21.5820592
SP,luiziania,"luiziania SP, Brazil",-21.6763356
SP,barbosa,"barbosa SP, Brazil",-21.265661
SP,avanhandava,"avanhandava SP, Brazil",-21.4603331
SP,promissao,"promissao SP, Brazil",-21.5404913
SP,lins,"lins SP, Brazil",-21.6741873
SP,guaicara,"guaicara SP, Brazil",-21.6213012
SP,sabino,"sabino SP, Brazil",-21.4598472
SP,getulina,"getulina SP, Brazil",-21.7988557
SP,guaimbe,"guaimbe SP, Brazil",-21.909072
SP,cafelandia,"cafelandia SP, Brazil",-21.8054355
SP,simoes,"simoes SP, Brazil",-21.65242475
SP,guaranta,"guaranta SP, Brazil",-21.8950705
SP,pirajui,"pirajui SP, Brazil",-21.9957877
SP,balbinos,"balbinos SP, Brazil",-21.9006253
SP,uru,"uru SP, Brazil",-21.7846064
SP,pongai,"pongai SP, Brazil",-21.7379814
SP,presidente alves,"presidente alves SP, Brazil",-22.09991
SP,avai,"avai SP, Brazil",-22.1564662
SP,guararapes,"guararapes SP, Brazil",-21.2542739
SP,rubiacea,"rubiacea SP, Brazil",-21.2996334
SP,bento de abreu,"bento de abreu SP, Brazil",-21.2715723
SP,mirandopolis,"mirandopolis SP, Brazil",-21.1328313
SP,tres aliancas,"tres aliancas SP, Brazil",-20.9285
SP,lavinia,"lavinia SP, Brazil",-21.1665477
SP,valparaiso,"valparaiso SP, Brazil",-21.2230369
SP,andradina,"andradina SP, Brazil",-20.896505
SP,castilho,"castilho SP, Brazil",-20.8695636
SP,nova independencia,"nova independencia SP, Brazil",-21.1066536
SP,murutinga do sul,"murutinga do sul SP, Brazil",-20.9913722
SP,guaracai,"guaracai SP, Brazil",-21.0322387
SP,bauru,"bauru SP, Brazil",-22.3218102
SP,agudos,"agudos SP, Brazil",-22.4719836
SP,paulistania,"paulistania SP, Brazil",-22.5730321
SP,arealva,"arealva SP, Brazil",-22.0301906
SP,jacuba,"jacuba SP, Brazil",-22.1006516
SP,iacanga,"iacanga SP, Brazil",-21.8928341
SP,reginopolis,"reginopolis SP, Brazil",-21.8884118
SP,jau,"jau SP, Brazil",-22.293585
SP,itapui,"itapui SP, Brazil",-22.2346755
SP,bocaina,"bocaina SP, Brazil",-22.1421831
SP,bariri,"bariri SP, Brazil",-22.0746355
SP,itaju,"itaju SP, Brazil",-21.9816841
SP,boraceia,"boraceia SP, Brazil",-22.195355
SP,pederneiras,"pederneiras SP, Brazil",-22.351086
SP,guaianas,"guaianas SP, Brazil",-22.32016785
SP,santelmo,"santelmo SP, Brazil",-22.198
SP,macatuba,"macatuba SP, Brazil",-22.50022
SP,dois corregos,"dois corregos SP, Brazil",-22.3697554
SP,guarapua,"guarapua SP, Brazil",-22.247
SP,mineiros do tiete,"mineiros do tiete SP, Brazil",-22.4133188
SP,barra bonita,"barra bonita SP, Brazil",-22.490859
SP,igaracu do tiete,"igaracu do tiete SP, Brazil",-22.5165369
SP,torrinha,"torrinha SP, Brazil",-22.4302536
SP,santa maria da serra,"santa maria da serra SP, Brazil",-22.5691072
SP,brotas,"brotas SP, Brazil",-22.2840884
SP,sao sebastiao da serra,"sao sebastiao da serra SP, Brazil",-22.4426156
SP,garca,"garca SP, Brazil",-22.2125766
SP,alvaro de carvalho,"alvaro de carvalho SP, Brazil",-22.0787992
SP,lupercio,"lupercio SP, Brazil",-22.4145801
SP,alvinlandia,"alvinlandia SP, Brazil",-22.4431852
SP,ubirajara,"ubirajara SP, Brazil",-22.5261054
SP,galia,"galia SP, Brazil",-22.2936976
SP,fernao,"fernao SP, Brazil",-22.3595388
SP,duartina,"duartina SP, Brazil",-22.414562
SP,lucianopolis,"lucianopolis SP, Brazil",-22.4310459
SP,cabralia paulista,"cabralia paulista SP, Brazil",-22.4562909
SP,piratininga,"piratininga SP, Brazil",-22.4136363
SP,marilia,"marilia SP, Brazil",-22.2172002
SP,marília,"marília SP, Brazil",-22.2172002
SP,ocaucu,"ocaucu SP, Brazil",-22.4396255
SP,julio mesquita,"julio mesquita SP, Brazil",-22.0099839
SP,vera cruz,"vera cruz SP, Brazil",-22.2212638
SP,oriente,"oriente SP, Brazil",-22.1525442
SP,pompeia,"pompeia SP, Brazil",-22.1088293
SP,queiroz,"queiroz SP, Brazil",-21.7991405
SP,tupa,"tupa SP, Brazil",-21.9349129
SP,arco-iris,"arco-iris SP, Brazil",-21.7741308
SP,herculandia,"herculandia SP, Brazil",-22.004508
SP,quintana,"quintana SP, Brazil",-22.0705513
SP,iacri,"iacri SP, Brazil",-21.8583385
SP,bastos,"bastos SP, Brazil",-21.9222474
SP,osvaldo cruz,"osvaldo cruz SP, Brazil",-21.7962773
SP,sagres,"sagres SP, Brazil",-21.8840628
SP,salmourao,"salmourao SP, Brazil",-21.625096
SP,parapua,"parapua SP, Brazil",-21.781309
SP,rinopolis,"rinopolis SP, Brazil",-21.728308
SP,inubia paulista,"inubia paulista SP, Brazil",-21.7701831
SP,lucelia,"lucelia SP, Brazil",-21.7211293
SP,pracinha,"pracinha SP, Brazil",-21.8537103
SP,mariapolis,"mariapolis SP, Brazil",-21.7966708
SP,florida paulista,"florida paulista SP, Brazil",-21.614061
SP,pacaembu,"pacaembu SP, Brazil",-21.566243
SP,flora rica,"flora rica SP, Brazil",-21.6760063
SP,irapuru,"irapuru SP, Brazil",-21.5691828
SP,junqueiropolis,"junqueiropolis SP, Brazil",-21.5109531
SP,dracena,"dracena SP, Brazil",-21.4835523
SP,jamaica,"jamaica SP, Brazil",-21.53031185
SP,ouro verde,"ouro verde SP, Brazil",-21.4892638
SP,tupi paulista,"tupi paulista SP, Brazil",-21.3861179
SP,santa mercedes,"santa mercedes SP, Brazil",-21.3513258
SP,nova guataporanga,"nova guataporanga SP, Brazil",-21.3330061
SP,monte castelo,"monte castelo SP, Brazil",-21.3006353
SP,sao joao do pau d alho,"sao joao do pau d alho SP, Brazil",-21.2701055
SP,panorama,"panorama SP, Brazil",-21.3612672
SP,pauliceia,"pauliceia SP, Brazil",-21.3143975
SP,sorocaba,"sorocaba SP, Brazil",-23.5003451
SP,votorantim,"votorantim SP, Brazil",-23.5383101
SP,mairinque,"mairinque SP, Brazil",-23.5401247
SP,aluminio,"aluminio SP, Brazil",-23.5203479
SP,sao roque,"sao roque SP, Brazil",-23.5304843
SP,aracariguama,"aracariguama SP, Brazil",-23.4388277
SP,ibiuna,"ibiuna SP, Brazil",-23.6544825
SP,paruru,"paruru SP, Brazil",-23.6802655
SP,salto de pirapora,"salto de pirapora SP, Brazil",-23.6492502
SP,piedade,"piedade SP, Brazil",-23.7074096
SP,tapirai,"tapirai SP, Brazil",-23.9638345
SP,pilar do sul,"pilar do sul SP, Brazil",-23.8121684
SP,aracoiaba da serra,"aracoiaba da serra SP, Brazil",-23.5045367
SP,capela do alto,"capela do alto SP, Brazil",-23.4704798
SP,itapetininga,"itapetininga SP, Brazil",-23.588607
SP,conceição,"conceição SP, Brazil",-23.6350111
SP,rechan,"rechan SP, Brazil",-23.5980092
SP,gramadinho,"gramadinho SP, Brazil",-23.78662735
SP,alambari,"alambari SP, Brazil",-23.550338
SP,sarapui,"sarapui SP, Brazil",-23.63974
SP,sao miguel arcanjo,"sao miguel arcanjo SP, Brazil",-23.8807771
SP,angatuba,"angatuba SP, Brazil",-23.4938938
SP,campina do monte alegre,"campina do monte alegre SP, Brazil",-23.5935653
SP,guarei,"guarei SP, Brazil",-23.3718195
SP,quadra,"quadra SP, Brazil",-23.299332
SP,porangaba,"porangaba SP, Brazil",-23.17615
SP,torre de pedra,"torre de pedra SP, Brazil",-23.2478026
SP,tatui,"tatui SP, Brazil",-23.3518451
SP,cesario lange,"cesario lange SP, Brazil",-23.226035
SP,buri,"buri SP, Brazil",-23.79849
SP,capao bonito,"capao bonito SP, Brazil",-24.0048759
SP,guapiara,"guapiara SP, Brazil",-24.18921
SP,ribeirao grande,"ribeirao grande SP, Brazil",-24.10114
SP,apiai,"apiai SP, Brazil",-24.5076527
SP,barra do chapeu,"barra do chapeu SP, Brazil",-24.472203
SP,iporanga,"iporanga SP, Brazil",-24.5843214
SP,itaoca,"itaoca SP, Brazil",-24.6409691
SP,ribeira,"ribeira SP, Brazil",-24.6577435
SP,itapirapua paulista,"itapirapua paulista SP, Brazil",-24.5735083
SP,itapeva,"itapeva SP, Brazil",-23.9849105
SP,guarizinho,"guarizinho SP, Brazil",-23.7165
SP,taquarivai,"taquarivai SP, Brazil",-23.9257829
SP,ribeirao branco,"ribeirao branco SP, Brazil",-24.2211495
SP,nova campina,"nova campina SP, Brazil",-24.1225305
SP,itabera,"itabera SP, Brazil",-23.8621345
SP,itarare,"itarare SP, Brazil",-24.1145368
SP,riversul,"riversul SP, Brazil",-23.8303603
SP,bom sucesso de itarare,"bom sucesso de itarare SP, Brazil",-24.3190016
SP,itaporanga,"itaporanga SP, Brazil",-23.7066252
SP,barao de antonina,"barao de antonina SP, Brazil",-23.6295651
SP,laranjal paulista,"laranjal paulista SP, Brazil",-23.0514764
SP,maristela,"maristela SP, Brazil",-23.038988
SP,cerquilho,"cerquilho SP, Brazil",-23.1626556
SP,tiete,"tiete SP, Brazil",-23.1030302
SP,jumirim,"jumirim SP, Brazil",-23.0843839
SP,porto feliz,"porto feliz SP, Brazil",-23.2125392
SP,boituva,"boituva SP, Brazil",-23.2838893
SP,ipero,"ipero SP, Brazil",-23.3508977
SP,conchas,"conchas SP, Brazil",-23.0133538
SP,pereiras,"pereiras SP, Brazil",-23.0743096
SP,bofete,"bofete SP, Brazil",-23.1019554
SP,botucatu,"botucatu SP, Brazil",-22.8879628
SP,anhembi,"anhembi SP, Brazil",-22.7891096
SP,piramboia,"piramboia SP, Brazil",-22.91348575
SP,pardinho,"pardinho SP, Brazil",-23.0806795
SP,sao manuel,"sao manuel SP, Brazil",-22.732081
SP,aparecida de sao manuel,"aparecida de sao manuel SP, Brazil",-22.729948
SP,pratania,"pratania SP, Brazil",-22.809027
SP,areiopolis,"areiopolis SP, Brazil",-22.6758064
SP,borebi,"borebi SP, Brazil",-22.5700178
SP,lencois paulista,"lencois paulista SP, Brazil",-22.6029897
SP,alfredo guedes,"alfredo guedes SP, Brazil",-22.66156965
SP,itatinga,"itatinga SP, Brazil",-23.1042417
SP,avare,"avare SP, Brazil",-23.1045215
SP,arandu,"arandu SP, Brazil",-23.1345103
SP,paranapanema,"paranapanema SP, Brazil",-23.390161
SP,holambra ii,"holambra ii SP, Brazil",-23.4467
SP,itai,"itai SP, Brazil",-23.4172598
SP,taquarituba,"taquarituba SP, Brazil",-23.5337307
SP,coronel macedo,"coronel macedo SP, Brazil",-23.6304001
SP,cerqueira cesar,"cerqueira cesar SP, Brazil",-23.0353135
SP,aguas de santa barbara,"aguas de santa barbara SP, Brazil",-22.8821912
SP,iaras,"iaras SP, Brazil",-22.8742567
SP,manduri,"manduri SP, Brazil",-23.0059018
SP,oleo,"oleo SP, Brazil",-22.9422754
SP,piraju,"piraju SP, Brazil",-23.1897822
SP,tejupa,"tejupa SP, Brazil",-23.3437238
SP,sarutaia,"sarutaia SP, Brazil",-23.2747217
SP,timburi,"timburi SP, Brazil",-23.2064076
SP,fartura,"fartura SP, Brazil",-23.390039
SP,taguai,"taguai SP, Brazil",-23.4534312
SP,santa cruz do rio pardo,"santa cruz do rio pardo SP, Brazil",-22.9060715
SP,sodrelia,"sodrelia SP, Brazil",-22.9487839
SP,caporanga,"caporanga SP, Brazil",-22.66
SP,espirito santo do turvo,"espirito santo do turvo SP, Brazil",-22.6939723
SP,sao pedro do turvo,"sao pedro do turvo SP, Brazil",-22.745286
SP,ipaussu,"ipaussu SP, Brazil",-23.0544285
SP,bernardino de campos,"bernardino de campos SP, Brazil",-23.0140216
SP,chavantes,"chavantes SP, Brazil",-23.0406405
SP,canitar,"canitar SP, Brazil",-23.0066616
SP,presidente prudente,"presidente prudente SP, Brazil",-22.1225167
SP,floresta do sul,"floresta do sul SP, Brazil",-21.95888125
SP,eneida,"eneida SP, Brazil",-21.901245
SP,alvares machado,"alvares machado SP, Brazil",-22.076415
SP,alfredo marcondes,"alfredo marcondes SP, Brazil",-21.9527
SP,santo expedito,"santo expedito SP, Brazil",-21.8508736
SP,pirapozinho,"pirapozinho SP, Brazil",-22.2738742
SP,tarabai,"tarabai SP, Brazil",-22.3038726
SP,narandiba,"narandiba SP, Brazil",-22.4080573
SP,estrela do norte,"estrela do norte SP, Brazil",-22.4886301
SP,sandovalina,"sandovalina SP, Brazil",-22.4560782
SP,mirante do paranapanema,"mirante do paranapanema SP, Brazil",-22.2925861
SP,costa machado,"costa machado SP, Brazil",-22.25429115
SP,cuiaba paulista,"cuiaba paulista SP, Brazil",-22.39970735
SP,rosana,"rosana SP, Brazil",-22.5788641
SP,primavera,"primavera SP, Brazil",-22.5285299
SP,euclides da cunha paulista,"euclides da cunha paulista SP, Brazil",-22.55452
SP,teodoro sampaio,"teodoro sampaio SP, Brazil",-22.5300202
SP,presidente bernardes,"presidente bernardes SP, Brazil",-22.0064609
SP,nova patria,"nova patria SP, Brazil",-22.2715
SP,emilianopolis,"emilianopolis SP, Brazil",-21.831436
SP,santo anastacio,"santo anastacio SP, Brazil",-21.974662
SP,ribeirao dos indios,"ribeirao dos indios SP, Brazil",-21.8378246
SP,presidente venceslau,"presidente venceslau SP, Brazil",-21.877116
SP,piquerobi,"piquerobi SP, Brazil",-21.8856652
SP,maraba paulista,"maraba paulista SP, Brazil",-22.1069936
SP,caiua,"caiua SP, Brazil",-21.8319357
SP,presidente epitacio,"presidente epitacio SP, Brazil",-21.765074
SP,campinal,"campinal SP, Brazil",-21.609
SP,martinopolis,"martinopolis SP, Brazil",-22.146153
SP,tecainda,"tecainda SP, Brazil",-21.969912200000003
SP,caiabu,"caiabu SP, Brazil",-22.0143038
SP,iubatinga,"iubatinga SP, Brazil",-21.9225
SP,indiana,"indiana SP, Brazil",-22.1748508
SP,regente feijo,"regente feijo SP, Brazil",-22.218131
SP,espigao,"espigao SP, Brazil",-22.1959223
SP,anhumas,"anhumas SP, Brazil",-22.2956478
SP,taciba,"taciba SP, Brazil",-22.3893943
SP,rancharia,"rancharia SP, Brazil",-22.2294981
SP,agisse,"agisse SP, Brazil",-22.506
SP,gardenia,"gardenia SP, Brazil",-22.6215
SP,iepe,"iepe SP, Brazil",-22.660165
SP,nantes,"nantes SP, Brazil",-22.6191472
SP,joao ramalho,"joao ramalho SP, Brazil",-22.2486157
SP,paraguacu paulista,"paraguacu paulista SP, Brazil",-22.4203497
SP,bora,"bora SP, Brazil",-22.2703347
SP,lutecia,"lutecia SP, Brazil",-22.338378
SP,oscar bressane,"oscar bressane SP, Brazil",-22.314874
SP,quata,"quata SP, Brazil",-22.2470977
SP,assis,"assis SP, Brazil",-22.6620892
SP,taruma,"taruma SP, Brazil",-22.7474736
SP,echapora,"echapora SP, Brazil",-22.4325855
SP,maracai,"maracai SP, Brazil",-22.6112679
SP,maracaí,"maracaí SP, Brazil",-22.6112679
SP,cruzalia,"cruzalia SP, Brazil",-22.7434438
SP,pedrinhas paulista,"pedrinhas paulista SP, Brazil",-22.815725
SP,florinea,"florinea SP, Brazil",-22.9016004
SP,candido mota,"candido mota SP, Brazil",-22.7434964
SP,frutal do campo,"frutal do campo SP, Brazil",-22.8649973
SP,ourinhos,"ourinhos SP, Brazil",-22.9777918
SP,salto grande,"salto grande SP, Brazil",-22.891426
SP,ribeirao do sul,"ribeirao do sul SP, Brazil",-22.7861813
SP,ibirarema,"ibirarema SP, Brazil",-22.8131812
SP,campos novos paulista,"campos novos paulista SP, Brazil",-22.601952
SP,palmital,"palmital SP, Brazil",-22.786384
SP,platina,"platina SP, Brazil",-22.6328334
RJ,rio de janeiro,"rio de janeiro RJ, Brazil",-22.9110137
AC,rio de janeiro,"rio de janeiro AC, Brazil",-22.8928071
RJ,04482255,"04482255 RJ, Brazil",-22.9055095
RJ,campo grande,"campo grande RJ, Brazil",-22.902953
RJ,itaguai,"itaguai RJ, Brazil",-22.8629597
RJ,mangaratiba,"mangaratiba RJ, Brazil",-22.9600193
RJ,itacurussa,"itacurussa RJ, Brazil",-22.9278
RJ,conceicao de jacarei,"conceicao de jacarei RJ, Brazil",-23.0314
RJ,seropedica,"seropedica RJ, Brazil",-22.7438887
RJ,angra dos reis,"angra dos reis RJ, Brazil",-23.0063966
RJ,parati,"parati RJ, Brazil",-23.2196461
RJ,parati mirim,"parati mirim RJ, Brazil",-23.231172
RJ,niteroi,"niteroi RJ, Brazil",-22.8884
RJ,niterói,"niterói RJ, Brazil",-22.8884
RJ,sao goncalo,"sao goncalo RJ, Brazil",-22.8219014
RJ,são gonçalo,"são gonçalo RJ, Brazil",-22.8219014
RJ,itaborai,"itaborai RJ, Brazil",-22.7496231
RJ,itaboraí,"itaboraí RJ, Brazil",-22.7496231
RJ,tangua,"tangua RJ, Brazil",-22.7353777
RJ,marica,"marica RJ, Brazil",-22.9059188
RJ,inoa,"inoa RJ, Brazil",-22.914
RJ,duque de caxias,"duque de caxias RJ, Brazil",-22.7896225
RJ,sao joao de meriti,"sao joao de meriti RJ, Brazil",-22.8043744
RJ,petropolis,"petropolis RJ, Brazil",-22.5075743
RJ,sao jose do vale do rio preto,"sao jose do vale do rio preto RJ, Brazil",-22.1509994
RJ,tres rios,"tres rios RJ, Brazil",-22.1167884
RJ,bemposta,"bemposta RJ, Brazil",-22.1394
RJ,areal,"areal RJ, Brazil",-22.2314922
RJ,paraiba do sul,"paraiba do sul RJ, Brazil",-22.1636384
RJ,comendador levy gasparian,"comendador levy gasparian RJ, Brazil",-22.028685
RJ,afonso arinos,"afonso arinos RJ, Brazil",-22.0111
RJ,sapucaia,"sapucaia RJ, Brazil",-21.9946569
RJ,anta,"anta RJ, Brazil",-22.0367
RJ,piao,"piao RJ, Brazil",-22.1181
RJ,nossa senhora da aparecida,"nossa senhora da aparecida RJ, Brazil",-22.0322
RJ,jamapara,"jamapara RJ, Brazil",-21.8975
RJ,mage,"mage RJ, Brazil",-22.6604221
RJ,piabeta,"piabeta RJ, Brazil",-22.6107413
RJ,guia de pacobaiba,"guia de pacobaiba RJ, Brazil",-22.7036
RJ,inhomirim,"inhomirim RJ, Brazil",-22.6312
RJ,guapimirim,"guapimirim RJ, Brazil",-22.5266308
RJ,teresopolis,"teresopolis RJ, Brazil",-22.4164578
RJ,nova iguacu,"nova iguacu RJ, Brazil",-22.7592175
RJ,nova iguaçu,"nova iguaçu RJ, Brazil",-22.7592175
RJ,belford roxo,"belford roxo RJ, Brazil",-22.7667284
RJ,queimados,"queimados RJ, Brazil",-22.7156978
RJ,japeri,"japeri RJ, Brazil",-22.6427642
RJ,nilopolis,"nilopolis RJ, Brazil",-22.8080114
RJ,mesquita,"mesquita RJ, Brazil",-22.783092
RJ,paracambi,"paracambi RJ, Brazil",-22.6109158
RJ,engenheiro paulo de frontin,"engenheiro paulo de frontin RJ, Brazil",-22.5504556
RJ,mendes,"mendes RJ, Brazil",-22.5269113
RJ,miguel pereira,"miguel pereira RJ, Brazil",-22.4539417
RJ,governador portela,"governador portela RJ, Brazil",-22.47583
RJ,conrado,"conrado RJ, Brazil",-22.5406661
RJ,paty do alferes,"paty do alferes RJ, Brazil",-22.4272703
RJ,avelar,"avelar RJ, Brazil",-22.3208596
RJ,barra do pirai,"barra do pirai RJ, Brazil",-22.4703403
RJ,dorandia,"dorandia RJ, Brazil",-22.4665
RJ,barra do piraí,"barra do piraí RJ, Brazil",-22.4703403
RJ,ipiabas,"ipiabas RJ, Brazil",-22.3769
RJ,pirai,"pirai RJ, Brazil",-22.6287489
RJ,arrozal,"arrozal RJ, Brazil",-22.5988
RJ,santanesia,"santanesia RJ, Brazil",-22.5200013
RJ,pinheiral,"pinheiral RJ, Brazil",-22.5129436
RJ,volta redonda,"volta redonda RJ, Brazil",-22.521856
RJ,barra mansa,"barra mansa RJ, Brazil",-22.5394843
RJ,quatis,"quatis RJ, Brazil",-22.4066444
RJ,rio claro,"rio claro RJ, Brazil",-22.7229997
RJ,getulândia,"getulândia RJ, Brazil",-22.6582194
RJ,passa tres,"passa tres RJ, Brazil",-22.72360915
RJ,lidice,"lidice RJ, Brazil",-22.8316
RJ,resende,"resende RJ, Brazil",-22.4683626
RJ,visconde de maua,"visconde de maua RJ, Brazil",-22.3311749
RJ,engenheiro passos,"engenheiro passos RJ, Brazil",-22.5017
RJ,porto real,"porto real RJ, Brazil",-22.4195607
RJ,itatiaia,"itatiaia RJ, Brazil",-22.4955278
RJ,penedo,"penedo RJ, Brazil",-22.4409531
RJ,valenca,"valenca RJ, Brazil",-22.2461028
RJ,barao de juparana,"barao de juparana RJ, Brazil",-22.3453
RJ,parapeuna,"parapeuna RJ, Brazil",-22.1000727
RJ,conservatoria,"conservatoria RJ, Brazil",-22.2874724
RJ,santa isabel do rio preto,"santa isabel do rio preto RJ, Brazil",-22.2266
RJ,rio das flores,"rio das flores RJ, Brazil",-22.1683478
RJ,taboas,"taboas RJ, Brazil",-22.2087
RJ,manuel duarte,"manuel duarte RJ, Brazil",-22.085766
RJ,vassouras,"vassouras RJ, Brazil",-22.4093928
RJ,andrade pinto,"andrade pinto RJ, Brazil",-22.2403
RJ,macae,"macae RJ, Brazil",-22.3712958
RJ,corrego do ouro,"corrego do ouro RJ, Brazil",-22.2597
RJ,glicerio,"glicerio RJ, Brazil",-22.2322
RJ,frade,"frade RJ, Brazil",-22.2209187
RJ,sana,"sana RJ, Brazil",
RJ,carapebus,"carapebus RJ, Brazil",-22.1869969
RJ,campos dos goytacazes,"campos dos goytacazes RJ, Brazil",-21.7558619
RJ,campos dos goytacaze,"campos dos goytacaze RJ, Brazil",
RJ,ibitioca,"ibitioca RJ, Brazil",-21.8301043
RJ,tocos,"tocos RJ, Brazil",-21.90673785
RJ,santa maria,"santa maria RJ, Brazil",-21.273369
RJ,santo eduardo,"santo eduardo RJ, Brazil",-21.2190267
RJ,vila nova de campos,"vila nova de campos RJ, Brazil",-21.445
RJ,morro do coco,"morro do coco RJ, Brazil",-22.70527485
RJ,cardoso moreira,"cardoso moreira RJ, Brazil",-21.4894916
RJ,sao joao da barra,"sao joao da barra RJ, Brazil",-21.6348588
RJ,barcelos,"barcelos RJ, Brazil",-21.7285
RJ,sao francisco de itabapoana,"sao francisco de itabapoana RJ, Brazil",-21.4743369
RJ,italva,"italva RJ, Brazil",-21.4214056
RJ,itaperuna,"itaperuna RJ, Brazil",-21.1934
RJ,retiro do muriae,"retiro do muriae RJ, Brazil",-21.1758
RJ,boa ventura,"boa ventura RJ, Brazil",-22.2857565
RJ,comendador venancio,"comendador venancio RJ, Brazil",-21.1789
RJ,laje do muriae,"laje do muriae RJ, Brazil",-21.2082595
RJ,bom jesus do itabapoana,"bom jesus do itabapoana RJ, Brazil",-21.1341025
RJ,calheiros,"calheiros RJ, Brazil",-21.0163
RJ,carabucu,"carabucu RJ, Brazil",-21.22261875
RJ,varre-sai,"varre-sai RJ, Brazil",-20.9311337
RJ,natividade,"natividade RJ, Brazil",-21.040694
RJ,bom jesus do querendo,"bom jesus do querendo RJ, Brazil",-20.9935528
